arm,replicate,case_id,tree_hash,all_l2_count,fallback_count,leaf_count,leaf_specific_count,leaf_specific_rate,leaf_parent_invalid_count,leaf_parent_invalid_rate,leaf_semantic_duplicate_count,leaf_semantic_duplicate_rate,leaf_exact_duplicate_count,leaf_exact_duplicate_rate,semantic_duplicate_excess_count,semantic_duplicate_excess_rate,exact_duplicate_excess_count,exact_duplicate_excess_rate,semantic_vs_exact_excess_gap,leaf_clean_count,leaf_clean_rate,novel_vs_c_leaf_count,novel_vs_c_leaf_specific_count,novel_vs_c_leaf_specific_rate,novel_vs_c_leaf_parent_invalid_count,novel_vs_c_leaf_parent_invalid_rate,novel_vs_c_leaf_semantic_duplicate_count,novel_vs_c_leaf_semantic_duplicate_rate,novel_vs_c_leaf_exact_duplicate_count,novel_vs_c_leaf_exact_duplicate_rate,novel_vs_c_semantic_duplicate_excess_count,novel_vs_c_semantic_duplicate_excess_rate,novel_vs_c_exact_duplicate_excess_count,novel_vs_c_exact_duplicate_excess_rate,novel_vs_c_semantic_vs_exact_excess_gap,novel_vs_c_leaf_clean_count,novel_vs_c_leaf_clean_rate
C,1,mxh055,d860837b201be5facaa0c3c9f5abb3a8c28b0c3c6a5c4de614a8ea856009ceed,16,0,16,9,0.5625,0,0.0,2,0.125,2,0.125,1,0.0625,1,0.0625,0.0,9,0.5625,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,1,mxh068,6be6f27ff006e6c74f7771e2641568a1765b8422bd111f681fc64bbd7f560dc2,20,0,20,16,0.8,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,0.7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,1,mxh075,4c77db5916cd3d62f886ae82e8341edec3b2f309b744db2a1812b92953b742a3,20,0,20,16,0.8,1,0.05,2,0.1,2,0.1,1,0.05,1,0.05,0.0,14,0.7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mb11_pancoast,6187016afe096f4fa8e927281f0664466e099a51a71728b5dd87ff621255558d,16,0,16,11,0.6875,0,0.0,2,0.125,2,0.125,1,0.0625,1,0.0625,0.0,11,0.6875,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mb34_leukemoid,3774c2b4f90e5a24caaaf3dd634a80406c4355eee1e00f5e0a17e0f15a63580f,23,0,23,13,0.5652173913043478,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.5652173913043478,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mb55_glucagonoma,ccc957b64d2aaad7b0f925cff8910397df1398115550bda066fce53c688bac04,20,0,20,9,0.45,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,9,0.45,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mb57_kartagener,04defdfbf10076c78a9ac0baa2da889e7c41a4440710b1fe21dddbfa0677f4ee,20,0,20,10,0.5,0,0.0,6,0.3,6,0.3,3,0.15,3,0.15,0.0,4,0.2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mb65_cml,39f5a6a6cb8be91bd208eead5f431256d23da2ec7e0d71d222f09d66910ad244,19,0,19,10,0.5263157894736842,0,0.0,8,0.42105263157894735,8,0.42105263157894735,4,0.21052631578947367,4,0.21052631578947367,0.0,6,0.3157894736842105,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mb66_peliosis,8997b83d60a531ff5ee66c7a914534f82b0622656fa2d05b8553bc050d7968cf,20,0,20,17,0.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,17,0.85,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mb77_hyperpara,7a4cd5d0c4963561d489152a58d3173f6ad7e7a4ea3c8e0f58806c3da975435d,19,0,19,14,0.7368421052631579,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,0.7368421052631579,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mb82_adhesions,a72fd5dda280e8445e1aa2fbb7eca6bfb9736ef56149ba6a44e7014c83591cce,20,0,20,13,0.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.65,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mb83_foreignbody,b11de081f53e7ed28b0a7573b7fe67bf135f405bba0031da7c4b704ccd216d50,15,0,15,11,0.7333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,11,0.7333333333333333,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mxh011,441ccbc6a036a62d34d49c732416905688ce4f64c0deb61ec965b9551cd16437,20,0,20,15,0.75,0,0.0,2,0.1,2,0.1,1,0.05,1,0.05,0.0,13,0.65,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mxh014,57ffa6bdf3265654a338dd43a68601cbc7a75225e5149e715d4bed3948dc1172,20,0,20,13,0.65,0,0.0,2,0.1,0,0.0,1,0.05,0,0.0,0.05,11,0.55,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mxh036,3f9f99e1199f9cb5a55f9070f474ccf8dc751ab2758846485402f4723d3d3b59,19,0,19,14,0.7368421052631579,4,0.21052631578947367,2,0.10526315789473684,2,0.10526315789473684,1,0.05263157894736842,1,0.05263157894736842,0.0,9,0.47368421052631576,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mxh045,59631833633f40452f56151d1821453f581a2321828e992301280551d794863b,17,0,17,4,0.23529411764705882,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,4,0.23529411764705882,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mxh046,a1abf7de3351a3d39bc671eb76915dc94e9c88200f547bdfa327fcd436f3c84b,14,0,14,5,0.35714285714285715,0,0.0,2,0.14285714285714285,2,0.14285714285714285,1,0.07142857142857142,1,0.07142857142857142,0.0,3,0.21428571428571427,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mxh055,234148e0d2d60ae35180d7ebe4117064ea1884297fc89dad62cadbbab319bb13,18,0,18,10,0.5555555555555556,0,0.0,2,0.1111111111111111,2,0.1111111111111111,1,0.05555555555555555,1,0.05555555555555555,0.0,10,0.5555555555555556,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mxh068,935a80585831354bbc8d82a63d0442a46e6080b09db578f3e6e0f6fc21f647ff,20,0,20,16,0.8,2,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,0.7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,2,mxh075,ac60574baa98d7a6a060cd5b0e5fbb54f6a75f8452f2affc144ad077f9ccbe37,20,0,20,16,0.8,1,0.05,2,0.1,2,0.1,1,0.05,1,0.05,0.0,14,0.7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mb11_pancoast,6d4056fd3e07cd1ccd7e615422d91e3bd081936af48920e955fca2c9bc228022,16,0,16,12,0.75,0,0.0,2,0.125,2,0.125,1,0.0625,1,0.0625,0.0,12,0.75,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mb34_leukemoid,64626c4893dfa52cd7b3b9fdc242a8b690c435045e4a3c875390580526385a42,24,0,24,14,0.5833333333333334,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,0.5833333333333334,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mb55_glucagonoma,a9fea78b3282638cb2f86fa60c1177c4b0a35ff3370b198e14cf9bac331ba988,20,0,20,8,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,8,0.4,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mb57_kartagener,2276045c51921fa9bcac376b34a9ec6132f0b7cb9e897fc83857fffe336055a3,19,0,19,10,0.5263157894736842,0,0.0,4,0.21052631578947367,4,0.21052631578947367,2,0.10526315789473684,2,0.10526315789473684,0.0,6,0.3157894736842105,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mb65_cml,379c6b696c85d13fa8e04f7d3b0cd07a3d4c50809bad3cd79b8f6e67bf93a2c8,19,0,19,10,0.5263157894736842,0,0.0,8,0.42105263157894735,8,0.42105263157894735,4,0.21052631578947367,4,0.21052631578947367,0.0,6,0.3157894736842105,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mb66_peliosis,f7cd95fd227bb4cf94925837079a62e30da9336f8b9522175fed68edb896a4a6,20,0,20,18,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,18,0.9,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mb77_hyperpara,a26e8860f66a0f84d0c09628c5d5fae4fd319d4697869ae51b2a9d20242d3eb6,20,0,20,17,0.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,17,0.85,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mb82_adhesions,42546bfe181d86ff7dc71ed4fbde324f2691e042f862c24697a7d9bc5592880f,20,0,20,13,0.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,13,0.65,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mb83_foreignbody,b9cebb12c70aabf00044884389b71bfa4138a8dea1ba2325b42b52d55cd7a352,16,0,16,10,0.625,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,10,0.625,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mxh011,8083e61acdc945135f053f336fee9c4cc8d6500b5f44feb4eb35c8886eb742d5,20,0,20,14,0.7,0,0.0,2,0.1,2,0.1,1,0.05,1,0.05,0.0,12,0.6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mxh014,bb580129e315636c39bb0b54ecfff28f871dc5b9ae18b3c304992379d5a84766,20,0,20,14,0.7,0,0.0,2,0.1,0,0.0,1,0.05,0,0.0,0.05,12,0.6,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mxh036,2cef84a094076c03216f7724d9378a304f384fbeeb9a615f93112841cb6d5682,18,0,18,11,0.6111111111111112,3,0.16666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0.0,8,0.4444444444444444,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mxh045,f904ab79c69abe187a386a20c6b3b4de95e72a1b6a7895bed4d5e94f71a98ed3,18,0,18,7,0.3888888888888889,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,7,0.3888888888888889,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mxh046,da0715aeedce5b2e997b60b1da3ee7f9f6a11309931e7aeb3ffbdd7ca478cb34,15,0,15,5,0.3333333333333333,1,0.06666666666666667,6,0.4,6,0.4,3,0.2,3,0.2,0.0,3,0.2,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mxh055,01219cbc4bc083e5d10aa68e6ee0a2a9e85ae46a2bd6dfef7dbe3c2bb230d563,16,0,16,9,0.5625,0,0.0,2,0.125,2,0.125,1,0.0625,1,0.0625,0.0,9,0.5625,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mxh068,0e3a710d53a8b360905b3faccc47f39c8d07b6214d460c0baab391a8e10a8df8,20,0,20,16,0.8,3,0.15,0,0.0,0,0.0,0,0.0,0,0.0,0.0,14,0.7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
C,3,mxh075,b5079063fd0ef2b1a60ef5ffae17d5d68e8a80787730768e6ead09db603dd91f,20,0,20,16,0.8,1,0.05,2,0.1,2,0.1,1,0.05,1,0.05,0.0,14,0.7,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0
A,1,mb11_pancoast,72354bebab93d8ebeef3f4d22e05823ae561db25a83750f24039d7716abaf35e,21,0,21,19,0.9047619047619048,10,0.47619047619047616,11,0.5238095238095238,9,0.42857142857142855,7,0.3333333333333333,6,0.2857142857142857,0.047619047619047616,5,0.23809523809523808,11,9,0.8181818181818182,5,0.45454545454545453,4,0.36363636363636365,2,0.18181818181818182,2,0.18181818181818182,1,0.09090909090909091,0.09090909090909091,3,0.2727272727272727
A,1,mb34_leukemoid,bad862dc996bb858e1133a40a3b5de874fd2f12e8ec58f2e0ebdc44ace807960,53,0,53,49,0.9245283018867925,16,0.3018867924528302,33,0.6226415094339622,32,0.6037735849056604,22,0.41509433962264153,21,0.39622641509433965,0.018867924528301886,15,0.2830188679245283,37,33,0.8918918918918919,11,0.2972972972972973,21,0.5675675675675675,20,0.5405405405405406,14,0.3783783783783784,13,0.35135135135135137,0.02702702702702703,11,0.2972972972972973
A,1,mb55_glucagonoma,ba8abc8fd90c037fc3d6d4bb79ef7013d8989abd2a2692f24717f1348839f8e7,27,0,27,27,1.0,10,0.37037037037037035,13,0.48148148148148145,13,0.48148148148148145,8,0.2962962962962963,8,0.2962962962962963,0.0,8,0.2962962962962963,22,22,1.0,10,0.45454545454545453,8,0.36363636363636365,8,0.36363636363636365,5,0.22727272727272727,5,0.22727272727272727,0.0,8,0.36363636363636365
A,1,mb57_kartagener,7474d340f509614be282c1d178279928aad1309ee7426730f0b9d6643c39014c,24,0,24,24,1.0,15,0.625,20,0.8333333333333334,20,0.8333333333333334,14,0.5833333333333334,14,0.5833333333333334,0.0,2,0.08333333333333333,11,11,1.0,7,0.6363636363636364,7,0.6363636363636364,7,0.6363636363636364,4,0.36363636363636365,4,0.36363636363636365,0.0,2,0.18181818181818182
A,1,mb65_cml,d19f1372eb01b0cd76a2e2724176cf1a0bd2ac25ce36a1a7e9cba29e0774e592,24,0,24,23,0.9583333333333334,13,0.5416666666666666,18,0.75,17,0.7083333333333334,13,0.5416666666666666,11,0.4583333333333333,0.08333333333333333,5,0.20833333333333334,14,13,0.9285714285714286,10,0.7142857142857143,11,0.7857142857142857,11,0.7857142857142857,8,0.5714285714285714,7,0.5,0.07142857142857142,2,0.14285714285714285
A,1,mb66_peliosis,a2d138f6694ae40f57ab562bb5d0e51172dc80260b5234e92e22e6b462330cb9,25,0,25,25,1.0,15,0.6,19,0.76,19,0.76,13,0.52,13,0.52,0.0,1,0.04,11,11,1.0,7,0.6363636363636364,6,0.5454545454545454,6,0.5454545454545454,3,0.2727272727272727,3,0.2727272727272727,0.0,1,0.09090909090909091
A,1,mb77_hyperpara,93e738e892563f9991ec210090e9f5c5a1a62d6c87bc4c5905249765c92f0968,26,0,26,24,0.9230769230769231,10,0.38461538461538464,8,0.3076923076923077,8,0.3076923076923077,6,0.23076923076923078,6,0.23076923076923078,0.0,13,0.5,19,17,0.8947368421052632,6,0.3157894736842105,3,0.15789473684210525,3,0.15789473684210525,2,0.10526315789473684,2,0.10526315789473684,0.0,12,0.631578947368421
A,1,mb82_adhesions,be45f25123d883713c4b662ed5ef936a3c58bdc553a10b7a83473d7bf1693b84,25,0,25,23,0.92,10,0.4,15,0.6,14,0.56,9,0.36,8,0.32,0.04,6,0.24,17,15,0.8823529411764706,8,0.47058823529411764,10,0.5882352941176471,9,0.5294117647058824,6,0.35294117647058826,5,0.29411764705882354,0.058823529411764705,3,0.17647058823529413
A,1,mb83_foreignbody,22b95ff8413a24a65c8f404b77a67bc9116952230b8ad9bc644218749fb10b7f,18,0,18,14,0.7777777777777778,9,0.5,12,0.6666666666666666,12,0.6666666666666666,7,0.3888888888888889,7,0.3888888888888889,0.0,3,0.16666666666666666,11,7,0.6363636363636364,7,0.6363636363636364,8,0.7272727272727273,8,0.7272727272727273,5,0.45454545454545453,5,0.45454545454545453,0.0,0,0.0
A,1,mxh011,ff1809da63ab204776c95b0b1b2bf8bd931d157cf16589612afb1c64e297df7b,30,0,30,30,1.0,13,0.43333333333333335,24,0.8,24,0.8,18,0.6,18,0.6,0.0,3,0.1,20,20,1.0,7,0.35,15,0.75,15,0.75,11,0.55,11,0.55,0.0,3,0.15
A,1,mxh014,ff769ca6d17b1ac02ba469bb001c7c00ca39268fc6bb9113481f76a3c76b4f86,38,0,38,31,0.8157894736842105,7,0.18421052631578946,16,0.42105263157894735,14,0.3684210526315789,11,0.2894736842105263,10,0.2631578947368421,0.02631578947368421,12,0.3157894736842105,36,29,0.8055555555555556,6,0.16666666666666666,16,0.4444444444444444,14,0.3888888888888889,11,0.3055555555555556,10,0.2777777777777778,0.027777777777777776,11,0.3055555555555556
A,1,mxh036,da84b15ab076141e78f7708c7774c60c4e1d2b5ce058b917c2aee2c9c25cbec1,27,0,27,27,1.0,17,0.6296296296296297,24,0.8888888888888888,24,0.8888888888888888,16,0.5925925925925926,16,0.5925925925925926,0.0,2,0.07407407407407407,8,8,1.0,2,0.25,7,0.875,7,0.875,4,0.5,4,0.5,0.0,1,0.125
A,1,mxh045,34a1b30da5e69f56a0442581587f6c480c191e52d45425edafd0b10ade59f612,40,0,40,40,1.0,14,0.35,38,0.95,38,0.95,26,0.65,26,0.65,0.0,1,0.025,33,33,1.0,13,0.3939393939393939,31,0.9393939393939394,31,0.9393939393939394,21,0.6363636363636364,21,0.6363636363636364,0.0,1,0.030303030303030304
A,1,mxh046,59091ed5e8c2615a89a1e89a95f33bc8576c332176272fa885ace63113e2b2a3,18,0,18,18,1.0,4,0.2222222222222222,18,1.0,18,1.0,13,0.7222222222222222,13,0.7222222222222222,0.0,0,0.0,6,6,1.0,2,0.3333333333333333,6,1.0,6,1.0,4,0.6666666666666666,4,0.6666666666666666,0.0,0,0.0
A,1,mxh055,9cfee2dadaed8c1ae5dc28a9d48baa932d9732b8eccd425d4969390fe7a97796,39,0,39,32,0.8205128205128205,8,0.20512820512820512,22,0.5641025641025641,22,0.5641025641025641,15,0.38461538461538464,15,0.38461538461538464,0.0,10,0.2564102564102564,21,15,0.7142857142857143,2,0.09523809523809523,6,0.2857142857142857,6,0.2857142857142857,4,0.19047619047619047,4,0.19047619047619047,0.0,9,0.42857142857142855
A,1,mxh068,7389c0479290a81007184807d32cc9ce7187f82f0fef71bd5fbf25d580fe9ac0,40,0,40,38,0.95,18,0.45,35,0.875,35,0.875,26,0.65,26,0.65,0.0,2,0.05,22,20,0.9090909090909091,11,0.5,17,0.7727272727272727,17,0.7727272727272727,12,0.5454545454545454,12,0.5454545454545454,0.0,2,0.09090909090909091
A,1,mxh075,7bea34eff3bd9c73b8963651d6cef5f5a786e36f4845b142040aa661c9fcb301,35,0,35,35,1.0,19,0.5428571428571428,29,0.8285714285714286,29,0.8285714285714286,21,0.6,21,0.6,0.0,5,0.14285714285714285,6,6,1.0,4,0.6666666666666666,4,0.6666666666666666,4,0.6666666666666666,3,0.5,3,0.5,0.0,1,0.16666666666666666
A,2,mb11_pancoast,2e7c0e68bcccd1b562274bfe099579e95ddd0dedf3d6c1bd554b468d6d4f589d,18,0,18,15,0.8333333333333334,7,0.3888888888888889,14,0.7777777777777778,11,0.6111111111111112,8,0.4444444444444444,6,0.3333333333333333,0.1111111111111111,2,0.1111111111111111,10,7,0.7,3,0.3,6,0.6,4,0.4,3,0.3,2,0.2,0.1,2,0.2
A,2,mb34_leukemoid,d1565db47952a6b2812a88a433c9143db97d8a1b74fd3014c637130cab32c678,39,0,39,39,1.0,20,0.5128205128205128,27,0.6923076923076923,27,0.6923076923076923,20,0.5128205128205128,20,0.5128205128205128,0.0,9,0.23076923076923078,24,24,1.0,14,0.5833333333333334,18,0.75,18,0.75,13,0.5416666666666666,13,0.5416666666666666,0.0,3,0.125
A,2,mb55_glucagonoma,115585c0166d118d4154656fffb64dc3d6359c4f7f33e3a73d3575c357cca60a,24,0,24,24,1.0,8,0.3333333333333333,14,0.5833333333333334,14,0.5833333333333334,8,0.3333333333333333,8,0.3333333333333333,0.0,9,0.375,21,21,1.0,8,0.38095238095238093,12,0.5714285714285714,12,0.5714285714285714,7,0.3333333333333333,7,0.3333333333333333,0.0,8,0.38095238095238093
A,2,mb57_kartagener,7694f78181abee444b5b5521af55ef499af271e0239b85c380ef4749afb79a83,27,0,27,27,1.0,14,0.5185185185185185,20,0.7407407407407407,20,0.7407407407407407,15,0.5555555555555556,15,0.5555555555555556,0.0,5,0.18518518518518517,13,13,1.0,5,0.38461538461538464,6,0.46153846153846156,6,0.46153846153846156,4,0.3076923076923077,4,0.3076923076923077,0.0,5,0.38461538461538464
A,2,mb65_cml,3aeeb9e584833aaf9f0da85174f42dd36dd907a190ee837bc3de7057afd8ea15,24,0,24,23,0.9583333333333334,11,0.4583333333333333,17,0.7083333333333334,15,0.625,12,0.5,10,0.4166666666666667,0.08333333333333333,6,0.25,14,13,0.9285714285714286,8,0.5714285714285714,11,0.7857142857142857,11,0.7857142857142857,8,0.5714285714285714,7,0.5,0.07142857142857142,2,0.14285714285714285
