arm,case_id,mapper_mode,top1,historical_top1,delta_top1
ALL_B_b1,mb57_kartagener,historical_oracle_assisted,0.0,0.0,0.0
ALL_B_b1,mb57_kartagener,deterministic_gold_blind,0.0,0.0,0.0
ALL_B_b1,mb57_kartagener,typed_llm,1.0,0.0,1.0
ALL_B_b1,mb57_kartagener,typed_llm_disagreement_rag,1.0,0.0,1.0
ALL_B_b1,mb65_cml,historical_oracle_assisted,0.0,0.0,0.0
ALL_B_b1,mb65_cml,deterministic_gold_blind,0.0,0.0,0.0
ALL_B_b1,mb65_cml,typed_llm,0.0,0.0,0.0
ALL_B_b1,mb65_cml,typed_llm_disagreement_rag,0.0,0.0,0.0
ALL_B_b1,mb66_peliosis,historical_oracle_assisted,0.6666666666666666,0.6666666666666666,0.0
ALL_B_b1,mb66_peliosis,deterministic_gold_blind,0.0,0.6666666666666666,-0.6666666666666666
ALL_B_b1,mb66_peliosis,typed_llm,0.0,0.6666666666666666,-0.6666666666666666
ALL_B_b1,mb66_peliosis,typed_llm_disagreement_rag,0.0,0.6666666666666666,-0.6666666666666666
ALL_B_b1,mb77_hyperpara,historical_oracle_assisted,1.0,1.0,0.0
ALL_B_b1,mb77_hyperpara,deterministic_gold_blind,1.0,1.0,0.0
ALL_B_b1,mb77_hyperpara,typed_llm,1.0,1.0,0.0
ALL_B_b1,mb77_hyperpara,typed_llm_disagreement_rag,1.0,1.0,0.0
ALL_B_b1,mb82_adhesions,historical_oracle_assisted,0.0,0.0,0.0
ALL_B_b1,mb82_adhesions,deterministic_gold_blind,0.0,0.0,0.0
ALL_B_b1,mb82_adhesions,typed_llm,0.0,0.0,0.0
ALL_B_b1,mb82_adhesions,typed_llm_disagreement_rag,0.0,0.0,0.0
ALL_B_b1,mb83_foreignbody,historical_oracle_assisted,0.0,0.0,0.0
ALL_B_b1,mb83_foreignbody,deterministic_gold_blind,0.0,0.0,0.0
ALL_B_b1,mb83_foreignbody,typed_llm,0.0,0.0,0.0
ALL_B_b1,mb83_foreignbody,typed_llm_disagreement_rag,0.0,0.0,0.0
ALL_B_b1,mxh011,historical_oracle_assisted,1.0,1.0,0.0
ALL_B_b1,mxh011,deterministic_gold_blind,0.0,1.0,-1.0
ALL_B_b1,mxh011,typed_llm,1.0,1.0,0.0
ALL_B_b1,mxh011,typed_llm_disagreement_rag,1.0,1.0,0.0
ALL_B_b1,mxh014,historical_oracle_assisted,1.0,1.0,0.0
ALL_B_b1,mxh014,deterministic_gold_blind,0.0,1.0,-1.0
ALL_B_b1,mxh014,typed_llm,1.0,1.0,0.0
ALL_B_b1,mxh014,typed_llm_disagreement_rag,1.0,1.0,0.0
ALL_B_b1,mxh036,historical_oracle_assisted,0.3333333333333333,0.3333333333333333,0.0
ALL_B_b1,mxh036,deterministic_gold_blind,0.3333333333333333,0.3333333333333333,0.0
ALL_B_b1,mxh036,typed_llm,0.0,0.3333333333333333,-0.3333333333333333
ALL_B_b1,mxh036,typed_llm_disagreement_rag,0.3333333333333333,0.3333333333333333,0.0
ALL_B_b1,mxh045,historical_oracle_assisted,0.0,0.0,0.0
ALL_B_b1,mxh045,deterministic_gold_blind,0.0,0.0,0.0
ALL_B_b1,mxh045,typed_llm,0.0,0.0,0.0
ALL_B_b1,mxh045,typed_llm_disagreement_rag,0.0,0.0,0.0
ALL_B_b1,mxh046,historical_oracle_assisted,0.3333333333333333,0.3333333333333333,0.0
ALL_B_b1,mxh046,deterministic_gold_blind,0.3333333333333333,0.3333333333333333,0.0
ALL_B_b1,mxh046,typed_llm,0.3333333333333333,0.3333333333333333,0.0
ALL_B_b1,mxh046,typed_llm_disagreement_rag,0.3333333333333333,0.3333333333333333,0.0
ALL_B_b1,mxh055,historical_oracle_assisted,0.0,0.0,0.0
ALL_B_b1,mxh055,deterministic_gold_blind,0.0,0.0,0.0
ALL_B_b1,mxh055,typed_llm,0.0,0.0,0.0
ALL_B_b1,mxh055,typed_llm_disagreement_rag,0.0,0.0,0.0
ALL_B_b1,mxh068,historical_oracle_assisted,0.0,0.0,0.0
ALL_B_b1,mxh068,deterministic_gold_blind,0.0,0.0,0.0
ALL_B_b1,mxh068,typed_llm,0.0,0.0,0.0
ALL_B_b1,mxh068,typed_llm_disagreement_rag,0.0,0.0,0.0
ALL_B_b1,mxh075,historical_oracle_assisted,0.0,0.0,0.0
ALL_B_b1,mxh075,deterministic_gold_blind,0.0,0.0,0.0
ALL_B_b1,mxh075,typed_llm,0.0,0.0,0.0
ALL_B_b1,mxh075,typed_llm_disagreement_rag,0.0,0.0,0.0
