row_id,experiment_id,arm_id,case_key,benchmark_family,relation_id,clinical_audit_source,audit_source_group,safe_exact,legacy_chain,clinical_relation,clinical_complete,compatible_partial,complete_or_compatible_partial,transition_code,provenance
a970e5ae9186281e4dd0d30e,E1,ab02_flat__clean_fixed,DA_d2_heldout100/420,DA,92004f8849d45734a19c083e,three_model_unanimous_proxy,novel_model_panel_proxy,False,True,complete_equivalent,True,False,True,legacy_only_confirmed_complete,case_arm_endpoint_transition_model_panel_not_root_where_novel
373f004b45820cd3dcfdb00a,E1,ab02_flat__clean_fixed,DA_d2_heldout100/424,DA,8d567b9419bf089868592700,model_majority_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
581640b592df600448bc8060,E1,ab02_flat__clean_fixed,DA_d2_heldout100/429,DA,93e0c638356915210ff717ef,model_majority_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
f466fe66dae44da59c17d480,E1,ab02_flat__clean_fixed,DA_d2_heldout100/440,DA,61559a13f536c42f3e569221,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,complete_equivalent,True,False,True,clinical_complete_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
0403f37ec38d1eea1bb31d91,E1,ab02_flat__clean_fixed,DA_d2_heldout100/449,DA,63d925cd7f901cb2cf38dfa5,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
afd5e1b9a706454d04e2bb03,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/455,DA,e03dfb06d29820319716711e,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
ea291a07fd410e694d26c865,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/461,DA,e9bd84eee9e5032c4d2a2efd,e2_exact_normalized_reuse,e2_human_root_relation_reuse,False,False,not_equivalent,False,False,False,concordant_noncompatible_not_equivalent,case_arm_endpoint_transition_model_panel_not_root_where_novel
55ce84104d5776203243718c,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/464,DA,85b22e19d43f3fc9ee1c24d8,model_unresolved_proxy,novel_model_panel_proxy,False,False,uncertain,False,False,False,concordant_uncertain,case_arm_endpoint_transition_model_panel_not_root_where_novel
dc265da9424bce1c9cb0c05b,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/482,DA,98adbb3cce9aae9cddda1a3e,model_unresolved_proxy,novel_model_panel_proxy,False,False,uncertain,False,False,False,concordant_uncertain,case_arm_endpoint_transition_model_panel_not_root_where_novel
d193e14e7c75b95760994a25,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/487,DA,6eeeebed3bb4eb2eac6ea7b0,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,not_equivalent,False,False,False,concordant_noncompatible_not_equivalent,case_arm_endpoint_transition_model_panel_not_root_where_novel
f86b5fab1bd3daebdcbb0538,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/493,DA,42b73eae859f3a001275723c,model_majority_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
99b4b03200ba34c0d4ebceb0,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/501,DA,c76b712dfc6490c3cbfa4d0d,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,not_equivalent,False,False,False,concordant_noncompatible_not_equivalent,case_arm_endpoint_transition_model_panel_not_root_where_novel
0582b3e3c3de48badc88f0de,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/506,DA,f4e750d0f58a3fb256245281,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,complete_equivalent,True,False,True,clinical_complete_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
ffbeda5c871b58ed80f19f0b,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/523,DA,a3738300b112001ea3e40eef,three_model_unanimous_proxy,novel_model_panel_proxy,False,True,partial_parent_or_component,False,True,True,legacy_only_compatible_partial,case_arm_endpoint_transition_model_panel_not_root_where_novel
2e24c4c8fe4d60694a86dbf6,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/540,DA,bad807dc79925322e54049a8,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,manifestation_or_related,False,False,False,concordant_noncompatible_manifestation_related,case_arm_endpoint_transition_model_panel_not_root_where_novel
3bdd64a14dc266b7f07942b5,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/551,DA,4a95260c8f5dfeb90d5f0912,three_model_unanimous_proxy,novel_model_panel_proxy,False,True,partial_parent_or_component,False,True,True,legacy_only_compatible_partial,case_arm_endpoint_transition_model_panel_not_root_where_novel
1e9e5533f1b750236dd62b44,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/553,DA,0f0f8a4df37de789393d409f,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
13de3b2db3652b1b18425fb9,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/555,DA,9bd8b99f906ea0b94bb64f5c,deterministic_frozen_safe_exact,deterministic_safe_exact,True,True,complete_equivalent,True,False,True,safe_exact_confirmed_complete,case_arm_endpoint_transition_model_panel_not_root_where_novel
5f387348158b4a54297a888c,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/565,DA,acfe4f62e62a0d2c4a34f86c,model_majority_proxy,novel_model_panel_proxy,False,False,not_equivalent,False,False,False,concordant_noncompatible_not_equivalent,case_arm_endpoint_transition_model_panel_not_root_where_novel
aa6eb0927ffa43c78deee60f,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/568,DA,39929b022b0429fa8130fd51,model_majority_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
c2f38fdc402ca3bf918851e5,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/573,DA,a856b08ba6fc48e7c72b7fcc,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
43c1cab88392140d2bcb9ff4,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/574,DA,bc7591657a35ea870f0ffece,three_model_unanimous_proxy,novel_model_panel_proxy,False,True,partial_parent_or_component,False,True,True,legacy_only_compatible_partial,case_arm_endpoint_transition_model_panel_not_root_where_novel
9991dfb24a83564719bef6b0,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/575,DA,3126efd1766c1f2ce763de7b,e2_exact_normalized_reuse,e2_human_root_relation_reuse,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
8447b61e5649b0c9e866269e,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/579,DA,f201e60adc82aa07fdc10cb7,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
06c3c79ca0ef4b26f5e08353,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/584,DA,2acc1eeb7b586a989c716255,model_unresolved_proxy,novel_model_panel_proxy,False,False,uncertain,False,False,False,concordant_uncertain,case_arm_endpoint_transition_model_panel_not_root_where_novel
d7370a8b2b54c0f0cbf0227e,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/586,DA,5f1bfd72b982947588a2c85d,model_majority_proxy,novel_model_panel_proxy,False,False,complete_equivalent,True,False,True,clinical_complete_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
70c7c8ec079261178e590764,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/600,DA,fbd8f4346cd801c0cea1815e,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,complete_equivalent,True,False,True,clinical_complete_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
ce8cfdf06e7d4e915c86cdd3,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/604,DA,ce00ff531866694e6baedb2e,model_majority_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
0df9c8cbbe7dfdd4c07a6bc5,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/608,DA,8668681ff4ad3a2e7a6ad5a6,e2_exact_normalized_reuse,e2_human_root_relation_reuse,False,True,partial_parent_or_component,False,True,True,legacy_only_compatible_partial,case_arm_endpoint_transition_model_panel_not_root_where_novel
8812cd4cf423cd76fbcd0c4d,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/615,DA,5e1ff8460300d448a4f8716a,model_majority_proxy,novel_model_panel_proxy,False,False,complete_equivalent,True,False,True,clinical_complete_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
f083d779c6dd50f87c397872,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/620,DA,a0b2fa9d6368770e411cfebf,model_majority_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
7b49c0dafbcdffd73d6a16cf,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/627,DA,c77499a62a6ab6a50de742a4,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
b1c266c6b713c21ae9d0993a,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/629,DA,36974f4488f8e5d246aeb1ad,e2_exact_normalized_reuse,e2_human_root_relation_reuse,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
fcdf21372fecff80581b3941,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/631,DA,cee74e92e96e4da6d8b08c76,three_model_unanimous_proxy,novel_model_panel_proxy,False,True,complete_equivalent,True,False,True,legacy_only_confirmed_complete,case_arm_endpoint_transition_model_panel_not_root_where_novel
8a3da79280134c6e8f53da4b,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/642,DA,12cf918be5916770923b9447,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
51de44b492a3eff85e32bb27,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/645,DA,f7152e8470a990b9045a478e,model_majority_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
d195716893dea2d097e52043,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/649,DA,2d8a4156cc6820a9748726fa,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
d7978e69f70e2d69f54c27b2,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/650,DA,944fa6078b644f4e38f294df,three_model_unanimous_proxy,novel_model_panel_proxy,False,True,partial_parent_or_component,False,True,True,legacy_only_compatible_partial,case_arm_endpoint_transition_model_panel_not_root_where_novel
cc7b4dc37287280f150d0e1d,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/679,DA,6d80db687f4fbd51537bc085,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
09e1fbc000fb287f95c3b2b7,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/681,DA,6d1823cc57cf60b1daf22507,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
f2fe4f4131afd6c0234d5d99,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/684,DA,e81702d28c839d34047e31de,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
a414a93b261e13d2214986da,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/698,DA,0f495e21901a8ec8f928ec2b,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
ee99f55bec0f8865cf85d56e,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/702,DA,dfbbb2a1c5a8b228be4e4eab,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
c563f58e3d0034f42d374764,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/703,DA,5975bb4ea209937fcf643833,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
a69c5fd15cc43376bf6b4079,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/715,DA,a2d1cdbcbaa9bbb66fd4d7ba,model_unresolved_proxy,novel_model_panel_proxy,False,False,uncertain,False,False,False,concordant_uncertain,case_arm_endpoint_transition_model_panel_not_root_where_novel
9e772f404d23a95eb4aa6d02,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/734,DA,5e769f347c688d496af5a948,model_majority_proxy,novel_model_panel_proxy,False,False,complete_equivalent,True,False,True,clinical_complete_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
3e256da51f3ee9212a64a645,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/738,DA,7e367f8c942491bb9d0bf2e6,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
56de3ac034611743a6e723f8,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/740,DA,cfa0c37c980ca782abd14a4e,e2_exact_normalized_reuse,e2_human_root_relation_reuse,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
2a875e8d3057e363bfeaf181,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/741,DA,7ab84da02cd4fb25fb8ab3ea,model_majority_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
d04ae088b75ace807dd7924d,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/743,DA,ae817b31bb6eb0b2d46a2497,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
5ace5ebb51256f4bc9541294,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/747,DA,d41b682d1174f3148848ae38,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
6e0a7f794187e6b9e86b29b9,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/762,DA,3d06c59fa76ecde6d71bb3b0,model_majority_proxy,novel_model_panel_proxy,False,False,not_equivalent,False,False,False,concordant_noncompatible_not_equivalent,case_arm_endpoint_transition_model_panel_not_root_where_novel
599b99782e78a8fcf999f411,E1,ab02_flat__clean_fixed,DA_d2_heldout200b/775,DA,9a6c84c585ccd50c941d3eb4,model_majority_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
5a5d72a2891e3aad991a97c7,E1,ab02_flat__clean_fixed,DA_d2_seq100/100,DA,9b0326b7240de7c757c8800a,model_majority_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
8e84a4c9d1975d1c0a0cb636,E1,ab02_flat__clean_fixed,DA_d2_seq100/120,DA,8a0276dbd2a0f04a2cfda498,model_majority_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
b99c092b112337a62b8d63dc,E1,ab02_flat__clean_fixed,DA_d2_seq100/122,DA,e570bc8634f0a02053e20993,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
1031557739d4fb78aed8afdf,E1,ab02_flat__clean_fixed,DA_d2_seq100/125,DA,8960c4712a2460a267eb7f5c,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,not_equivalent,False,False,False,concordant_noncompatible_not_equivalent,case_arm_endpoint_transition_model_panel_not_root_where_novel
3f10912a6a1450eea196ea6b,E1,ab02_flat__clean_fixed,DA_d2_seq100/134,DA,3289e68aa77045e0573d000b,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
2f9693c4c5e7f73a11614474,E1,ab02_flat__clean_fixed,DA_d2_seq100/151,DA,8782a18fc1dd4d083d650832,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
719c0e3c5432839c4ff69885,E1,ab02_flat__clean_fixed,DA_d2_seq100/158,DA,704868d818c2a4ed780a0967,three_model_unanimous_proxy,novel_model_panel_proxy,False,True,partial_parent_or_component,False,True,True,legacy_only_compatible_partial,case_arm_endpoint_transition_model_panel_not_root_where_novel
637c9761700511d039a160d7,E1,ab02_flat__clean_fixed,DA_d2_seq100/161,DA,cbccc216668970604e71487d,e2_exact_normalized_reuse,e2_human_root_relation_reuse,False,True,complete_equivalent,True,False,True,legacy_only_confirmed_complete,case_arm_endpoint_transition_model_panel_not_root_where_novel
948b9f9112b820e268586726,E1,ab02_flat__clean_fixed,DA_d2_seq100/173,DA,6aaeb8c4ba3a7be0c59cf830,e2_exact_normalized_reuse,e2_human_root_relation_reuse,True,True,complete_equivalent,True,False,True,safe_exact_confirmed_complete,case_arm_endpoint_transition_model_panel_not_root_where_novel
bc455a552f4120f90480ba87,E1,ab02_flat__clean_fixed,DA_d2_seq100/182,DA,676361685ca54a8699ffca90,model_majority_proxy,novel_model_panel_proxy,False,False,not_equivalent,False,False,False,concordant_noncompatible_not_equivalent,case_arm_endpoint_transition_model_panel_not_root_where_novel
84fe5087e4c3c1a78127cea5,E1,ab02_flat__clean_fixed,DA_d2_seq100/187,DA,d24788aedfa682c801cde49c,e2_exact_normalized_reuse,e2_human_root_relation_reuse,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
b45091518c6cec4b017a2c60,E1,ab02_flat__clean_fixed,DA_d2_seq100/202,DA,59d9ab36cf2bfa32b195fa13,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
bfbb80f162811f9e5766efbb,E1,ab02_flat__clean_fixed,DA_d2_seq100/21,DA,f3a5a78491abb40969484926,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,manifestation_or_related,False,False,False,concordant_noncompatible_manifestation_related,case_arm_endpoint_transition_model_panel_not_root_where_novel
825d3731dd8c1018aa20b317,E1,ab02_flat__clean_fixed,DA_d2_seq100/214,DA,7b528d69ac0f84cc38f91bf2,model_majority_proxy,novel_model_panel_proxy,False,False,conflicting_subtype_or_scope,False,False,False,concordant_noncompatible_scope_conflict,case_arm_endpoint_transition_model_panel_not_root_where_novel
2dca5c971d68ff5c0ad5a841,E1,ab02_flat__clean_fixed,DA_d2_seq100/219,DA,e43bb22f71565ae75b5f5a56,model_majority_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
3019d417950dc282b636b36b,E1,ab02_flat__clean_fixed,DA_d2_seq100/226,DA,00977a4ab17db4544b347a0b,three_model_unanimous_proxy,novel_model_panel_proxy,False,False,partial_parent_or_component,False,True,True,compatible_partial_missed_by_legacy,case_arm_endpoint_transition_model_panel_not_root_where_novel
