arm,case_id,n_replicates,actual_top1_mean,actual_top2_mean,active_gold_l2_coverage_mean,inventory_gold_l2_coverage_mean,local_champion_mean,oracle_top1_mean,oracle_top2_mean,strict_top2_mean,technical_fallback_mean,reserve_gold_present_mean,mrr_at_2_mean,mrr_at_2_capped_mean,parent_valid_rate_mean,active_parent_valid_rate_mean,leaf_parent_invalid_rate_mean,active_parent_invalid_rate_mean,leaf_clean_rate_mean,semantic_duplicate_excess_rate_mean,loss_gate_mode
A19-budget-safe,mb34_leukemoid,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6460944715661697,0.7276186790505675,0.35390552843383033,0.2723813209494324,0.2283246104000821,0.4983836917799182,success
A19-budget-safe,mb55_glucagonoma,3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.0,1.0,0.4444444444444444,0.3333333333333333,0.636399840700916,0.7291666666666666,0.363600159299084,0.2708333333333333,0.3527976901632816,0.2958980485862206,local_champion_elimination
A19-budget-safe,mb57_kartagener,3,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.0,1.0,0.16666666666666666,0.16666666666666666,0.5909876543209877,0.6551226551226551,0.4090123456790124,0.34487734487734484,0.07814814814814815,0.6458641975308642,local_champion_elimination
A19-budget-safe,mb65_cml,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5917874396135266,0.7064102564102565,0.40821256038647347,0.2935897435897436,0.22584541062801933,0.5495169082125604,intergroup_rank_loss
A19-budget-safe,mb66_peliosis,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161904761904762,0.5572390572390572,0.48380952380952386,0.44276094276094274,0.1492063492063492,0.5104761904761904,coverage_deleted
A19-budget-safe,mb77_hyperpara,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.3055555555555555,0.0,0.5242012889071712,0.6465909090909091,0.4757987110928288,0.35340909090909084,0.33689839572192515,0.2863704922528452,intergroup_rank_loss
A19-budget-safe,mb82_adhesions,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6933333333333334,0.8218253968253969,0.30666666666666664,0.17817460317460318,0.25333333333333335,0.39999999999999997,local_champion_elimination
A19-budget-safe,mb83_foreignbody,3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,0.4742592592592592,0.5732323232323232,0.5257407407407407,0.42676767676767674,0.2038888888888889,0.512962962962963,local_champion_elimination
A19-budget-safe,mxh011,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6320987654320988,0.7313131313131315,0.3679012345679012,0.2686868686868687,0.062345679012345674,0.6777777777777777,success
A19-budget-safe,mxh014,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.631265664160401,0.8492063492063492,0.36873433583959897,0.15079365079365079,0.2640977443609022,0.3239348370927318,success
A19-budget-safe,mxh036,3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,0.7094436427769762,0.782051282051282,0.29055635722302386,0.21794871794871795,0.2192079525412859,0.5222061888728555,local_champion_elimination
A19-budget-safe,mxh045,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6645761145761145,0.6925925925925925,0.3354238854238854,0.3074074074074074,0.017094017094017092,0.6555671055671056,local_champion_elimination
A19-budget-safe,mxh046,3,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.5469243156199678,0.8222222222222223,0.45307568438003215,0.17777777777777778,0.042318840579710144,0.6158132045088567,local_champion_elimination
A19-budget-safe,mxh055,3,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.6577260458839406,0.7592592592592592,0.3422739541160594,0.24074074074074073,0.22829509671614934,0.4841992802519118,local_champion_elimination
A19-budget-safe,mxh068,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140218878248974,0.46403133903133903,0.38597811217510264,0.535968660968661,0.08278613771089831,0.6204514363885089,coverage_deleted
A19-budget-safe,mxh075,3,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0.16666666666666666,0.16666666666666666,0.46715026715026714,0.6348096348096348,0.5328497328497329,0.3651903651903652,0.1521781521781522,0.5901173901173902,local_champion_elimination
A20-generation-v2,mb11_pancoast,3,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0,0.575998075998076,0.8666666666666667,0.424001924001924,0.13333333333333333,0.22919672919672918,0.37782587782587784,success
A20-generation-v2,mb34_leukemoid,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6460944715661697,0.8733211233211233,0.35390552843383033,0.12667887667887667,0.2283246104000821,0.4983836917799182,success
A20-generation-v2,mb55_glucagonoma,3,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.5555555555555555,0.3333333333333333,0.636399840700916,0.8628593628593628,0.363600159299084,0.13714063714063715,0.3527976901632816,0.2958980485862206,intergroup_rank_loss
A20-generation-v2,mb57_kartagener,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5909876543209877,0.8777777777777778,0.4090123456790124,0.12222222222222223,0.07814814814814815,0.6458641975308642,success
A20-generation-v2,mb65_cml,3,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.0,1.0,0.38888888888888884,0.16666666666666666,0.5917874396135266,1.0,0.40821256038647347,0.0,0.22584541062801933,0.5495169082125604,intergroup_rank_loss
A20-generation-v2,mb66_peliosis,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161904761904762,0.8447293447293447,0.48380952380952386,0.15527065527065528,0.1492063492063492,0.5104761904761904,coverage_deleted
A20-generation-v2,mb77_hyperpara,3,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.3055555555555555,0.0,0.5242012889071712,0.9042207792207791,0.4757987110928288,0.09577922077922078,0.33689839572192515,0.2863704922528452,intergroup_rank_loss
A20-generation-v2,mb82_adhesions,3,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.6933333333333334,0.9440559440559441,0.30666666666666664,0.055944055944055944,0.25333333333333335,0.39999999999999997,local_champion_elimination
A20-generation-v2,mb83_foreignbody,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.4742592592592592,0.9583333333333334,0.5257407407407407,0.041666666666666664,0.2038888888888889,0.512962962962963,success
A20-generation-v2,mxh011,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.6320987654320988,0.9629629629629629,0.3679012345679012,0.037037037037037035,0.062345679012345674,0.6777777777777777,success
A20-generation-v2,mxh014,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.631265664160401,0.889894419306184,0.36873433583959897,0.110105580693816,0.2640977443609022,0.3239348370927318,success
A20-generation-v2,mxh036,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.7094436427769762,0.9113756613756614,0.29055635722302386,0.08862433862433862,0.2192079525412859,0.5222061888728555,success
A20-generation-v2,mxh045,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6645761145761145,0.9393939393939394,0.3354238854238854,0.06060606060606061,0.017094017094017092,0.6555671055671056,local_champion_elimination
A20-generation-v2,mxh046,3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,0.5469243156199678,0.9166666666666666,0.45307568438003215,0.08333333333333333,0.042318840579710144,0.6158132045088567,local_champion_elimination
A20-generation-v2,mxh055,3,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.6577260458839406,0.7547619047619047,0.3422739541160594,0.24523809523809526,0.22829509671614934,0.4841992802519118,local_champion_elimination
A20-generation-v2,mxh068,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140218878248974,0.8222222222222223,0.38597811217510264,0.17777777777777778,0.08278613771089831,0.6204514363885089,coverage_deleted
A20-generation-v2,mxh075,3,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.46715026715026714,1.0,0.5328497328497329,0.0,0.1521781521781522,0.5901173901173902,coverage_deleted
A21-generation-v2+F4,mb11_pancoast,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.575998075998076,0.8666666666666667,0.424001924001924,0.13333333333333333,0.22919672919672918,0.37782587782587784,success
A21-generation-v2+F4,mb34_leukemoid,3,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6460944715661697,0.8733211233211233,0.35390552843383033,0.12667887667887667,0.2283246104000821,0.4983836917799182,success
A21-generation-v2+F4,mb55_glucagonoma,3,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.7777777777777778,0.6666666666666666,0.636399840700916,0.8628593628593628,0.363600159299084,0.13714063714063715,0.3527976901632816,0.2958980485862206,success
A21-generation-v2+F4,mb57_kartagener,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.5909876543209877,0.8777777777777778,0.4090123456790124,0.12222222222222223,0.07814814814814815,0.6458641975308642,success
A21-generation-v2+F4,mb65_cml,3,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.4444444444444444,0.3333333333333333,0.5917874396135266,1.0,0.40821256038647347,0.0,0.22584541062801933,0.5495169082125604,success
A21-generation-v2+F4,mb66_peliosis,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161904761904762,0.8447293447293447,0.48380952380952386,0.15527065527065528,0.1492063492063492,0.5104761904761904,coverage_deleted
A21-generation-v2+F4,mb77_hyperpara,3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.0,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.5242012889071712,0.9042207792207791,0.4757987110928288,0.09577922077922078,0.33689839572192515,0.2863704922528452,intergroup_rank_loss
A21-generation-v2+F4,mb82_adhesions,3,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.6933333333333334,0.9440559440559441,0.30666666666666664,0.055944055944055944,0.25333333333333335,0.39999999999999997,local_champion_elimination
A21-generation-v2+F4,mb83_foreignbody,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.4742592592592592,0.9583333333333334,0.5257407407407407,0.041666666666666664,0.2038888888888889,0.512962962962963,success
A21-generation-v2+F4,mxh011,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.6320987654320988,0.9629629629629629,0.3679012345679012,0.037037037037037035,0.062345679012345674,0.6777777777777777,success
A21-generation-v2+F4,mxh014,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.631265664160401,0.889894419306184,0.36873433583959897,0.110105580693816,0.2640977443609022,0.3239348370927318,success
A21-generation-v2+F4,mxh036,3,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.7094436427769762,0.9113756613756614,0.29055635722302386,0.08862433862433862,0.2192079525412859,0.5222061888728555,success
A21-generation-v2+F4,mxh045,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6645761145761145,0.9393939393939394,0.3354238854238854,0.06060606060606061,0.017094017094017092,0.6555671055671056,local_champion_elimination
A21-generation-v2+F4,mxh046,3,0.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.5469243156199678,0.9166666666666666,0.45307568438003215,0.08333333333333333,0.042318840579710144,0.6158132045088567,local_champion_elimination
A21-generation-v2+F4,mxh055,3,0.0,0.0,1.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.6577260458839406,0.7547619047619047,0.3422739541160594,0.24523809523809526,0.22829509671614934,0.4841992802519118,local_champion_elimination
A21-generation-v2+F4,mxh068,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140218878248974,0.8222222222222223,0.38597811217510264,0.17777777777777778,0.08278613771089831,0.6204514363885089,coverage_deleted
A21-generation-v2+F4,mxh075,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.46715026715026714,1.0,0.5328497328497329,0.0,0.1521781521781522,0.5901173901173902,coverage_deleted
A22-adaptive-local-rescue,mb11_pancoast,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.575998075998076,0.8666666666666667,0.424001924001924,0.13333333333333333,0.22919672919672918,0.37782587782587784,success
A22-adaptive-local-rescue,mb34_leukemoid,3,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.4166666666666667,0.3333333333333333,0.6460944715661697,0.8733211233211233,0.35390552843383033,0.12667887667887667,0.2283246104000821,0.4983836917799182,success
A22-adaptive-local-rescue,mb55_glucagonoma,3,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,0.611111111111111,0.5,0.636399840700916,0.8628593628593628,0.363600159299084,0.13714063714063715,0.3527976901632816,0.2958980485862206,success
A22-adaptive-local-rescue,mb57_kartagener,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5909876543209877,0.8777777777777778,0.4090123456790124,0.12222222222222223,0.07814814814814815,0.6458641975308642,success
A22-adaptive-local-rescue,mb65_cml,3,0.0,0.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,1.0,0.1111111111111111,0.0,0.5917874396135266,1.0,0.40821256038647347,0.0,0.22584541062801933,0.5495169082125604,local_champion_elimination
A22-adaptive-local-rescue,mb66_peliosis,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161904761904762,0.8447293447293447,0.48380952380952386,0.15527065527065528,0.1492063492063492,0.5104761904761904,coverage_deleted
A22-adaptive-local-rescue,mb77_hyperpara,3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.4166666666666667,0.3333333333333333,0.5242012889071712,0.9042207792207791,0.4757987110928288,0.09577922077922078,0.33689839572192515,0.2863704922528452,local_champion_elimination
A22-adaptive-local-rescue,mb82_adhesions,3,0.0,0.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,1.0,0.08333333333333333,0.0,0.6933333333333334,0.9440559440559441,0.30666666666666664,0.055944055944055944,0.25333333333333335,0.39999999999999997,local_champion_elimination
A22-adaptive-local-rescue,mb83_foreignbody,3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.5,0.4742592592592592,0.9583333333333334,0.5257407407407407,0.041666666666666664,0.2038888888888889,0.512962962962963,success
A22-adaptive-local-rescue,mxh011,3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.8333333333333334,0.6320987654320988,0.9629629629629629,0.3679012345679012,0.037037037037037035,0.062345679012345674,0.6777777777777777,success
A22-adaptive-local-rescue,mxh014,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.631265664160401,0.889894419306184,0.36873433583959897,0.110105580693816,0.2640977443609022,0.3239348370927318,success
A22-adaptive-local-rescue,mxh036,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7094436427769762,0.9113756613756614,0.29055635722302386,0.08862433862433862,0.2192079525412859,0.5222061888728555,success
A22-adaptive-local-rescue,mxh045,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6645761145761145,0.9393939393939394,0.3354238854238854,0.06060606060606061,0.017094017094017092,0.6555671055671056,local_champion_elimination
A22-adaptive-local-rescue,mxh046,3,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,0.5469243156199678,0.9166666666666666,0.45307568438003215,0.08333333333333333,0.042318840579710144,0.6158132045088567,local_champion_elimination
