status	case_id	cohort	arm	option_top1	option_top2	option_rr	gold_option_rank	gold_matched	gold_relation	n_repaired	n_leaves	bind_repair_applied	compat_branch	gate_triggered	empty_ranking
OK	39	pilot24	R_compat_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	39	pilot24	R_compat_synonym_bind_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	40	pilot24	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	40	pilot24	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	1	1	1	merge_only	1	
OK	45	pilot24	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	45	pilot24	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	57	pilot24	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	57	pilot24	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	59	pilot24	R_compat_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	59	pilot24	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	60	pilot24	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	60	pilot24	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	2	1	1	merge_only	1	
OK	62	pilot24	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	62	pilot24	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	63	pilot24	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	63	pilot24	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	1	1	1	merge_only	1	
OK	67	pilot24	R_compat_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	67	pilot24	R_compat_synonym_bind_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	72	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	72	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	74	remain76	R_compat_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	74	remain76	R_compat_synonym_bind_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	76	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	76	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	81	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	81	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	83	remain76	R_compat_live	0	0	0.3333333333333333	3	1	equivalent	0	3	0	merge_only	1	
OK	83	remain76	R_compat_synonym_bind_live	0	0	0.3333333333333333	3	1	equivalent	0	3	0	merge_only	1	
OK	87	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	87	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	89	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	89	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	1	2	1	merge_only	1	
OK	90	remain76	R_compat_live	0	1	0.5	2	1	subtype_of	0	2	0	merge_only	1	
OK	90	remain76	R_compat_synonym_bind_live	0	1	0.5	2	1	subtype_of	0	2	0	merge_only	1	
OK	95	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	95	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	2	1	1	merge_only	1	
OK	97	remain76	R_compat_live	0	0	0.0		0		0	0	0	calib_only	0	1
OK	97	remain76	R_compat_synonym_bind_live	0	0	0.0		0		0	0	0	calib_only	0	1
OK	99	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	99	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	1	1	1	merge_only	1	
OK	100	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	100	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	102	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	102	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	103	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	103	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	1	1	1	merge_only	1	
OK	107	remain76	R_compat_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	107	remain76	R_compat_synonym_bind_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	111	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	111	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	1	1	1	merge_only	1	
OK	114	remain76	R_compat_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	114	remain76	R_compat_synonym_bind_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	117	remain76	R_compat_live	0	1	0.5	2	1	subtype_of	0	2	0	merge_only	1	
OK	117	remain76	R_compat_synonym_bind_live	0	1	0.5	2	1	subtype_of	0	2	0	merge_only	1	
OK	118	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	118	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	119	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	3	0	merge_only	1	
OK	119	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	3	0	merge_only	1	
OK	120	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	5	0	calib_only	0	
OK	120	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	5	0	calib_only	0	
OK	122	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	122	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	124	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	124	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	1	2	1	merge_only	1	
OK	125	remain76	R_compat_live	0	0	0.0	1	0	unrelated	0	3	0	merge_only	1	
OK	125	remain76	R_compat_synonym_bind_live	0	0	0.0	1	0	unrelated	0	3	0	merge_only	1	
OK	128	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	128	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	129	remain76	R_compat_live	0	0	0.0	3	0	equivalent	0	2	0	merge_only	1	
OK	129	remain76	R_compat_synonym_bind_live	0	1	0.5	2	1	equivalent	1	2	1	merge_only	1	
OK	132	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	3	0	merge_only	1	
OK	132	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	3	0	merge_only	1	
OK	134	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	134	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	137	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	137	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	139	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	139	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	3	1	1	merge_only	1	
OK	140	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	140	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	147	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	147	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	1	1	1	merge_only	1	
OK	149	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	149	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	2	1	1	merge_only	1	
OK	150	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	4	0	calib_only	0	
OK	150	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	4	0	calib_only	0	
OK	151	remain76	R_compat_live	0	1	0.5	2	1	subtype_of	0	4	0	calib_only	0	
OK	151	remain76	R_compat_synonym_bind_live	0	1	0.5	2	1	subtype_of	0	4	0	calib_only	0	
OK	156	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	156	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	158	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	158	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	161	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	161	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	163	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	5	0	calib_only	0	
OK	163	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	5	0	calib_only	0	
OK	164	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	164	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	165	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	165	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	167	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	167	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	173	remain76	R_compat_live	0	1	0.5	2	1	subtype_of	0	5	0	calib_only	0	
OK	173	remain76	R_compat_synonym_bind_live	0	1	0.5	2	1	subtype_of	0	5	0	calib_only	0	
OK	174	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	174	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	2	1	1	merge_only	1	
OK	177	remain76	R_compat_live	0	1	0.5	2	1	complication_of	0	2	0	merge_only	1	
OK	177	remain76	R_compat_synonym_bind_live	0	1	0.5	2	1	complication_of	0	2	0	merge_only	1	
OK	181	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	3	0	merge_only	1	
OK	181	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	1	3	1	merge_only	1	
OK	182	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	182	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	183	remain76	R_compat_live	0	0	0.0	2	0	unrelated	0	2	0	merge_only	1	
OK	183	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	related	1	2	1	merge_only	1	
OK	186	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	186	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	187	remain76	R_compat_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	187	remain76	R_compat_synonym_bind_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	188	remain76	R_compat_live	0	0	0.0	2	0	unrelated	0	3	0	merge_only	1	
OK	188	remain76	R_compat_synonym_bind_live	0	0	0.0	2	0	unrelated	0	3	0	merge_only	1	
OK	190	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	190	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	3	1	1	merge_only	1	
OK	194	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	194	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	1	1	1	merge_only	1	
OK	198	remain76	R_compat_live	0	0	0.0	2	0	unrelated	0	1	0	merge_only	1	
OK	198	remain76	R_compat_synonym_bind_live	0	0	0.0	2	0	unrelated	1	1	1	merge_only	1	
OK	202	remain76	R_compat_live	1	1	1.0	1	1	manifestation_of	0	1	0	merge_only	1	
OK	202	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	manifestation_of	0	1	0	merge_only	1	
OK	205	remain76	R_compat_live	0	1	0.5	2	1	subtype_of	0	2	0	merge_only	1	
OK	205	remain76	R_compat_synonym_bind_live	0	1	0.5	2	1	subtype_of	0	2	0	merge_only	1	
OK	206	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	206	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	207	remain76	R_compat_live	1	1	1.0	1	1	supertype_of	0	1	0	merge_only	1	
OK	207	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	supertype_of	0	1	0	merge_only	1	
OK	211	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	211	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	214	remain76	R_compat_live	0	1	0.5	2	1	manifestation_of	0	4	0	calib_only	0	
OK	214	remain76	R_compat_synonym_bind_live	0	1	0.5	2	1	manifestation_of	0	4	0	calib_only	0	
OK	216	remain76	R_compat_live	1	1	1.0	1	1	supertype_of	0	1	0	merge_only	1	
OK	216	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	supertype_of	0	1	0	merge_only	1	
OK	219	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	219	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	2	1	1	merge_only	1	
OK	220	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	220	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	225	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	225	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	1	0	merge_only	1	
OK	226	remain76	R_compat_live	0	0	0.0	2	0	unrelated	0	2	0	merge_only	1	
OK	226	remain76	R_compat_synonym_bind_live	0	0	0.0	2	0	unrelated	0	2	0	merge_only	1	
OK	227	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	227	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	228	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	228	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	229	remain76	R_compat_live	0	0	0.0	1	0	unrelated	0	2	0	merge_only	1	
OK	229	remain76	R_compat_synonym_bind_live	0	0	0.0	1	0	unrelated	0	2	0	merge_only	1	
OK	231	remain76	R_compat_live	0	0	0.0	3	0	unrelated	0	2	0	merge_only	1	
OK	231	remain76	R_compat_synonym_bind_live	0	0	0.0	3	0	unrelated	0	2	0	merge_only	1	
OK	233	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	1	0	merge_only	1	
OK	233	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	1	1	1	merge_only	1	
OK	237	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	2	0	merge_only	1	
OK	237	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	1	2	1	merge_only	1	
OK	241	remain76	R_compat_live	0	0	0.0	3	0	unrelated	0	3	0	merge_only	1	
OK	241	remain76	R_compat_synonym_bind_live	0	1	0.5	2	1	related	1	3	1	merge_only	1	
OK	242	remain76	R_compat_live	0	0	0.0	2	0	unrelated	0	2	0	merge_only	1	
OK	242	remain76	R_compat_synonym_bind_live	0	0	0.0	3	0	unrelated	1	2	1	merge_only	1	
OK	243	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	243	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	246	remain76	R_compat_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	246	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	equivalent	0	2	0	merge_only	1	
OK	249	remain76	R_compat_live	1	1	1.0	1	1	subtype_of	0	5	0	calib_only	0	
OK	249	remain76	R_compat_synonym_bind_live	1	1	1.0	1	1	subtype_of	1	5	1	calib_only	0	
