experiment_id,left_arm,right_arm,label,multiplicity_family,scope,endpoint,n,both,left_only,right_only,neither,left_rate_ita,right_rate_ita,delta_right_minus_left,exact_mcnemar_p,paired_bootstrap_delta_ci95,gain_case_keys,loss_case_keys,holm_adjusted_p
E12,raw_k10_first,raw_k10_pointwise,pointwise_vs_first_raw_k10,factorial39,ALL,compatible_partial,300,65,23,38,174,0.29333333333333333,0.3433333333333333,0.05,0.07217743850092258,"[0.0, 0.1]","[""DA_d2_heldout100/321"", ""DA_d2_heldout100/330"", ""DA_d2_heldout100/392"", ""DA_d2_heldout100/414"", ""DA_d2_heldout100/439"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/489"", ""DA_d2_heldout200b/566"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/618"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/627"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/636"", ""DA_d2_heldout200b/649"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/698"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/745"", ""DA_d2_heldout200b/746"", ""DA_d2_heldout200b/753"", ""DA_d2_heldout200b/757"", ""DA_d2_seq100/156"", ""DA_d2_seq100/164"", ""DA_d2_seq100/188"", ""DA_d2_seq100/242"", ""DA_d2_seq100/33"", ""DA_d2_seq100/57"", ""DA_d2_seq100/59"", ""DA_d2_seq100/63"", ""DA_d2_seq100/76"", ""DA_d2_seq100/95"", ""MCR_seq200b/270"", ""MCR_seq200b/355"", ""MCR_seq200b/374"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/230""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/290"", ""DA_d2_heldout100/437"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/518"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/724"", ""DA_d2_heldout200b/756"", ""DA_d2_heldout200b/778"", ""DA_d2_seq100/11"", ""DA_d2_seq100/186"", ""DA_d2_seq100/243"", ""DA_d2_seq100/29"", ""DA_d2_seq100/45"", ""DA_d2_seq100/74"", ""MCR_seq200b/345"", ""MCR_seq200b/369"", ""MCR_seq200b/471"", ""MCR_v1_seq100/112"", ""MCR_v1_seq100/47"", ""MCR_v1_seq100/8"", ""MCR_v2_seq100/139""]",1.0
E12,raw_k5_first,raw_k5_pointwise,pointwise_vs_first_raw_k5,factorial39,ALL,compatible_partial,300,65,23,37,175,0.29333333333333333,0.34,0.04666666666666667,0.09246098107292373,"[-0.003333, 0.1]","[""DA_d2_heldout100/318"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/330"", ""DA_d2_heldout100/392"", ""DA_d2_heldout100/414"", ""DA_d2_heldout100/439"", ""DA_d2_heldout200b/489"", ""DA_d2_heldout200b/527"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/618"", ""DA_d2_heldout200b/627"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/636"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/698"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/745"", ""DA_d2_heldout200b/746"", ""DA_d2_heldout200b/753"", ""DA_d2_heldout200b/757"", ""DA_d2_seq100/156"", ""DA_d2_seq100/164"", ""DA_d2_seq100/188"", ""DA_d2_seq100/242"", ""DA_d2_seq100/33"", ""DA_d2_seq100/57"", ""DA_d2_seq100/59"", ""DA_d2_seq100/63"", ""MCR_seq200b/270"", ""MCR_seq200b/374"", ""MCR_seq200b/378"", ""MCR_seq200b/394"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/41"", ""MCR_v2_seq100/214"", ""MCR_v2_seq100/230""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/273"", ""DA_d2_heldout100/290"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/601"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/756"", ""DA_d2_heldout200b/778"", ""DA_d2_seq100/11"", ""DA_d2_seq100/134"", ""DA_d2_seq100/186"", ""DA_d2_seq100/28"", ""DA_d2_seq100/45"", ""DA_d2_seq100/74"", ""MCR_seq200b/345"", ""MCR_seq200b/471"", ""MCR_v1_seq100/112"", ""MCR_v1_seq100/47"", ""MCR_v1_seq100/8"", ""MCR_v2_seq100/139"", ""MCR_v2_seq100/245""]",1.0
E12,s1_k10_first,s1_k10_pointwise,pointwise_vs_first_s1_k10,factorial39,ALL,compatible_partial,300,66,22,30,182,0.29333333333333333,0.32,0.02666666666666667,0.3317497633694906,"[-0.02, 0.073333]","[""DA_d2_heldout100/321"", ""DA_d2_heldout100/414"", ""DA_d2_heldout100/439"", ""DA_d2_heldout200b/489"", ""DA_d2_heldout200b/566"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/636"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/698"", ""DA_d2_heldout200b/745"", ""DA_d2_heldout200b/746"", ""DA_d2_heldout200b/753"", ""DA_d2_seq100/117"", ""DA_d2_seq100/164"", ""DA_d2_seq100/188"", ""DA_d2_seq100/242"", ""DA_d2_seq100/33"", ""DA_d2_seq100/57"", ""DA_d2_seq100/59"", ""DA_d2_seq100/63"", ""MCR_seq200b/251"", ""MCR_seq200b/270"", ""MCR_seq200b/328"", ""MCR_seq200b/378"", ""MCR_v1_seq100/12"", ""MCR_v1_seq100/26"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/208"", ""MCR_v2_seq100/221""]","[""DA_d2_heldout100/262"", ""DA_d2_heldout100/420"", ""DA_d2_heldout100/437"", ""DA_d2_heldout200b/518"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/756"", ""DA_d2_seq100/11"", ""DA_d2_seq100/134"", ""DA_d2_seq100/186"", ""DA_d2_seq100/28"", ""DA_d2_seq100/29"", ""DA_d2_seq100/74"", ""MCR_seq200b/345"", ""MCR_seq200b/369"", ""MCR_seq200b/471"", ""MCR_v1_seq100/112"", ""MCR_v1_seq100/47"", ""MCR_v2_seq100/139"", ""MCR_v2_seq100/245""]",1.0
E12,s1_k5_first,s1_k5_pointwise,pointwise_vs_first_s1_k5,factorial39,ALL,compatible_partial,300,66,22,33,179,0.29333333333333333,0.33,0.03666666666666667,0.17700136477035816,"[-0.01, 0.086667]","[""DA_d2_heldout100/321"", ""DA_d2_heldout100/330"", ""DA_d2_heldout100/414"", ""DA_d2_heldout100/439"", ""DA_d2_heldout200b/489"", ""DA_d2_heldout200b/566"", ""DA_d2_heldout200b/618"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/636"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/698"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/746"", ""DA_d2_heldout200b/753"", ""DA_d2_heldout200b/758"", ""DA_d2_heldout200b/771"", ""DA_d2_seq100/164"", ""DA_d2_seq100/188"", ""DA_d2_seq100/242"", ""DA_d2_seq100/33"", ""DA_d2_seq100/57"", ""DA_d2_seq100/59"", ""DA_d2_seq100/63"", ""MCR_seq200b/251"", ""MCR_seq200b/374"", ""MCR_seq200b/378"", ""MCR_seq200b/411"", ""MCR_v1_seq100/12"", ""MCR_v1_seq100/26"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/208"", ""MCR_v2_seq100/214""]","[""DA_d2_heldout100/262"", ""DA_d2_heldout100/266"", ""DA_d2_heldout200b/518"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/601"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/724"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/756"", ""DA_d2_heldout200b/778"", ""DA_d2_seq100/11"", ""DA_d2_seq100/186"", ""DA_d2_seq100/214"", ""DA_d2_seq100/243"", ""DA_d2_seq100/28"", ""DA_d2_seq100/74"", ""MCR_seq200b/369"", ""MCR_seq200b/471"", ""MCR_v1_seq100/112"", ""MCR_v1_seq100/47"", ""MCR_v2_seq100/139"", ""MCR_v2_seq100/245""]",1.0
E12,s1_k10_first,raw_k10_first,raw_vs_s1_k10_first,factorial39,ALL,compatible_partial,300,88,0,0,212,0.29333333333333333,0.29333333333333333,0.0,1.0,"[0.0, 0.0]",[],[],1.0
E12,s1_k10_pairwise,raw_k10_pairwise,raw_vs_s1_k10_pairwise,factorial39,ALL,compatible_partial,300,81,14,32,173,0.31666666666666665,0.37666666666666665,0.06,0.011351591436778108,"[0.016667, 0.103333]","[""DA_d2_heldout100/266"", ""DA_d2_heldout100/318"", ""DA_d2_heldout100/330"", ""DA_d2_heldout100/392"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/566"", ""DA_d2_heldout200b/578"", ""DA_d2_heldout200b/618"", ""DA_d2_heldout200b/621"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/627"", ""DA_d2_heldout200b/649"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/706"", ""DA_d2_heldout200b/719"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/745"", ""DA_d2_heldout200b/757"", ""DA_d2_heldout200b/766"", ""DA_d2_seq100/156"", ""DA_d2_seq100/59"", ""DA_d2_seq100/95"", ""MCR_seq200b/337"", ""MCR_seq200b/394"", ""MCR_v1_seq100/41"", ""MCR_v1_seq100/47"", ""MCR_v2_seq100/139"", ""MCR_v2_seq100/201"", ""MCR_v2_seq100/230""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/290"", ""DA_d2_heldout200b/489"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/724"", ""DA_d2_heldout200b/746"", ""DA_d2_heldout200b/756"", ""DA_d2_heldout200b/771"", ""MCR_seq200b/251"", ""MCR_seq200b/328"", ""MCR_seq200b/363"", ""MCR_seq200b/411"", ""MCR_v1_seq100/12"", ""MCR_v1_seq100/26""]",0.4313604745975681
E12,s1_k10_pointwise,raw_k10_pointwise,raw_vs_s1_k10_pointwise,factorial39,ALL,compatible_partial,300,80,16,23,181,0.32,0.3433333333333333,0.023333333333333334,0.3367836351899314,"[-0.016667, 0.063333]","[""DA_d2_heldout100/262"", ""DA_d2_heldout100/330"", ""DA_d2_heldout100/392"", ""DA_d2_heldout100/420"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/618"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/627"", ""DA_d2_heldout200b/649"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/757"", ""DA_d2_seq100/134"", ""DA_d2_seq100/156"", ""DA_d2_seq100/28"", ""DA_d2_seq100/76"", ""DA_d2_seq100/95"", ""MCR_seq200b/355"", ""MCR_seq200b/374"", ""MCR_v2_seq100/230"", ""MCR_v2_seq100/245""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/290"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/724"", ""DA_d2_heldout200b/778"", ""DA_d2_seq100/117"", ""DA_d2_seq100/243"", ""DA_d2_seq100/45"", ""MCR_seq200b/251"", ""MCR_seq200b/328"", ""MCR_seq200b/378"", ""MCR_v1_seq100/12"", ""MCR_v1_seq100/26"", ""MCR_v1_seq100/8"", ""MCR_v2_seq100/208"", ""MCR_v2_seq100/221""]",1.0
E12,s1_k5_first,raw_k5_first,raw_vs_s1_k5_first,factorial39,ALL,compatible_partial,300,88,0,0,212,0.29333333333333333,0.29333333333333333,0.0,1.0,"[0.0, 0.0]",[],[],1.0
E12,s1_k5_pairwise,raw_k5_pairwise,raw_vs_s1_k5_pairwise,factorial39,ALL,compatible_partial,300,84,15,21,180,0.33,0.35,0.02,0.40503224614076316,"[-0.02, 0.06]","[""DA_d2_heldout100/266"", ""DA_d2_heldout100/281"", ""DA_d2_heldout100/372"", ""DA_d2_heldout100/392"", ""DA_d2_heldout200b/527"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/566"", ""DA_d2_heldout200b/578"", ""DA_d2_heldout200b/601"", ""DA_d2_heldout200b/627"", ""DA_d2_heldout200b/660"", ""DA_d2_heldout200b/719"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/766"", ""DA_d2_seq100/134"", ""DA_d2_seq100/156"", ""DA_d2_seq100/76"", ""DA_d2_seq100/95"", ""MCR_seq200b/394"", ""MCR_v2_seq100/139"", ""MCR_v2_seq100/230""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/489"", ""DA_d2_heldout200b/619"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/738"", ""DA_d2_heldout200b/756"", ""DA_d2_seq100/242"", ""DA_d2_seq100/243"", ""MCR_seq200b/345"", ""MCR_seq200b/411"", ""MCR_v1_seq100/47"", ""MCR_v1_seq100/86"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/208""]",1.0
E12,s1_k5_pointwise,raw_k5_pointwise,raw_vs_s1_k5_pointwise,factorial39,ALL,compatible_partial,300,81,18,21,180,0.33,0.34,0.01,0.7492586247608415,"[-0.03, 0.05]","[""DA_d2_heldout100/262"", ""DA_d2_heldout100/266"", ""DA_d2_heldout100/318"", ""DA_d2_heldout100/392"", ""DA_d2_heldout200b/518"", ""DA_d2_heldout200b/527"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/627"", ""DA_d2_heldout200b/724"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/745"", ""DA_d2_heldout200b/757"", ""DA_d2_seq100/156"", ""DA_d2_seq100/214"", ""DA_d2_seq100/243"", ""MCR_seq200b/270"", ""MCR_seq200b/369"", ""MCR_seq200b/394"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/41"", ""MCR_v2_seq100/230""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/273"", ""DA_d2_heldout100/290"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/566"", ""DA_d2_heldout200b/758"", ""DA_d2_heldout200b/771"", ""DA_d2_seq100/134"", ""DA_d2_seq100/45"", ""MCR_seq200b/251"", ""MCR_seq200b/345"", ""MCR_seq200b/411"", ""MCR_v1_seq100/12"", ""MCR_v1_seq100/26"", ""MCR_v1_seq100/8"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/208""]",1.0
E12,s1_k10_first,graph_k10_first,graph_vs_s1_k10_first,factorial39,ALL,complete_or_compatible_partial,300,117,0,0,183,0.39,0.39,0.0,1.0,"[0.0, 0.0]",[],[],1.0
E12,s1_k10_pairwise,graph_k10_pairwise,graph_vs_s1_k10_pairwise,factorial39,ALL,complete_or_compatible_partial,300,90,38,27,145,0.4266666666666667,0.39,-0.03666666666666667,0.21453919400817845,"[-0.09, 0.016667]","[""DA_d2_heldout100/330"", ""DA_d2_heldout100/437"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/477"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/566"", ""DA_d2_heldout200b/618"", ""DA_d2_heldout200b/621"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/627"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/706"", ""DA_d2_heldout200b/719"", ""DA_d2_heldout200b/757"", ""DA_d2_seq100/156"", ""DA_d2_seq100/243"", ""DA_d2_seq100/59"", ""MCR_seq200b/265"", ""MCR_seq200b/320"", ""MCR_seq200b/337"", ""MCR_seq200b/458"", ""MCR_v1_seq100/78"", ""MCR_v2_seq100/139"", ""MCR_v2_seq100/201""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/262"", ""DA_d2_heldout100/290"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/379"", ""DA_d2_heldout100/415"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/619"", ""DA_d2_heldout200b/687"", ""DA_d2_heldout200b/746"", ""DA_d2_heldout200b/756"", ""DA_d2_heldout200b/771"", ""DA_d2_heldout200b/774"", ""DA_d2_seq100/11"", ""DA_d2_seq100/118"", ""DA_d2_seq100/134"", ""DA_d2_seq100/164"", ""DA_d2_seq100/214"", ""DA_d2_seq100/28"", ""DA_d2_seq100/33"", ""MCR_seq200b/296"", ""MCR_seq200b/329"", ""MCR_seq200b/335"", ""MCR_seq200b/363"", ""MCR_seq200b/369"", ""MCR_seq200b/376"", ""MCR_seq200b/378"", ""MCR_seq200b/478"", ""MCR_v1_seq100/12"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/26"", ""MCR_v1_seq100/60"", ""MCR_v1_seq100/76"", ""MCR_v1_seq100/99"", ""MCR_v2_seq100/214""]",1.0
E12,s1_k10_pointwise,graph_k10_pointwise,graph_vs_s1_k10_pointwise,factorial39,ALL,complete_or_compatible_partial,300,87,37,23,153,0.41333333333333333,0.36666666666666664,-0.04666666666666667,0.09246098107292373,"[-0.096667, 0.003333]","[""DA_d2_heldout100/262"", ""DA_d2_heldout100/330"", ""DA_d2_heldout100/420"", ""DA_d2_heldout100/451"", ""DA_d2_heldout200b/518"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/618"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/627"", ""DA_d2_seq100/103"", ""DA_d2_seq100/134"", ""DA_d2_seq100/139"", ""DA_d2_seq100/156"", ""DA_d2_seq100/29"", ""MCR_seq200b/320"", ""MCR_seq200b/363"", ""MCR_seq200b/374"", ""MCR_seq200b/396"", ""MCR_seq200b/411"", ""MCR_seq200b/458"", ""MCR_v1_seq100/41"", ""MCR_v1_seq100/78""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/266"", ""DA_d2_heldout100/290"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/379"", ""DA_d2_heldout100/415"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/578"", ""DA_d2_heldout200b/619"", ""DA_d2_heldout200b/687"", ""DA_d2_heldout200b/706"", ""DA_d2_heldout200b/745"", ""DA_d2_heldout200b/746"", ""DA_d2_heldout200b/753"", ""DA_d2_heldout200b/766"", ""DA_d2_heldout200b/774"", ""DA_d2_heldout200b/778"", ""DA_d2_seq100/117"", ""DA_d2_seq100/118"", ""DA_d2_seq100/164"", ""DA_d2_seq100/188"", ""DA_d2_seq100/214"", ""MCR_seq200b/251"", ""MCR_seq200b/283"", ""MCR_seq200b/296"", ""MCR_seq200b/329"", ""MCR_seq200b/376"", ""MCR_seq200b/478"", ""MCR_v1_seq100/12"", ""MCR_v1_seq100/26"", ""MCR_v1_seq100/6"", ""MCR_v1_seq100/76"", ""MCR_v1_seq100/99"", ""MCR_v2_seq100/208"", ""MCR_v2_seq100/209"", ""MCR_v2_seq100/221""]",1.0
E12,s1_k5_first,graph_k5_first,graph_vs_s1_k5_first,factorial39,ALL,complete_or_compatible_partial,300,117,0,0,183,0.39,0.39,0.0,1.0,"[0.0, 0.0]",[],[],1.0
E12,s1_k5_pairwise,graph_k5_pairwise,graph_vs_s1_k5_pairwise,factorial39,ALL,complete_or_compatible_partial,300,99,32,20,149,0.43666666666666665,0.39666666666666667,-0.04,0.12634707581392135,"[-0.086667, 0.006667]","[""DA_d2_heldout100/262"", ""DA_d2_heldout100/281"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/566"", ""DA_d2_heldout200b/601"", ""DA_d2_heldout200b/627"", ""DA_d2_heldout200b/660"", ""DA_d2_heldout200b/719"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/724"", ""DA_d2_heldout200b/771"", ""DA_d2_seq100/134"", ""DA_d2_seq100/156"", ""MCR_seq200b/251"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/74"", ""MCR_v2_seq100/139"", ""MCR_v2_seq100/230""]","[""DA_d2_heldout100/318"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/379"", ""DA_d2_heldout100/415"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/619"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/687"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/745"", ""DA_d2_heldout200b/746"", ""DA_d2_heldout200b/756"", ""DA_d2_heldout200b/757"", ""DA_d2_heldout200b/774"", ""DA_d2_seq100/11"", ""DA_d2_seq100/118"", ""DA_d2_seq100/214"", ""DA_d2_seq100/63"", ""MCR_seq200b/329"", ""MCR_seq200b/369"", ""MCR_seq200b/376"", ""MCR_seq200b/378"", ""MCR_seq200b/478"", ""MCR_v1_seq100/12"", ""MCR_v1_seq100/45"", ""MCR_v1_seq100/76"", ""MCR_v1_seq100/86"", ""MCR_v1_seq100/95"", ""MCR_v2_seq100/208""]",1.0
E12,s1_k5_pointwise,graph_k5_pointwise,graph_vs_s1_k5_pointwise,factorial39,ALL,complete_or_compatible_partial,300,94,34,22,150,0.4266666666666667,0.38666666666666666,-0.04,0.14089542359848076,"[-0.09, 0.01]","[""DA_d2_heldout100/262"", ""DA_d2_heldout200b/518"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/601"", ""DA_d2_heldout200b/627"", ""DA_d2_heldout200b/719"", ""DA_d2_heldout200b/757"", ""DA_d2_seq100/156"", ""DA_d2_seq100/243"", ""MCR_seq200b/270"", ""MCR_seq200b/320"", ""MCR_seq200b/355"", ""MCR_seq200b/363"", ""MCR_seq200b/458"", ""MCR_v1_seq100/41"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/78"", ""MCR_v1_seq100/99"", ""MCR_v2_seq100/174""]","[""DA_d2_heldout100/290"", ""DA_d2_heldout100/321"", ""DA_d2_heldout100/379"", ""DA_d2_heldout100/415"", ""DA_d2_heldout100/437"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/523"", ""DA_d2_heldout200b/536"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/578"", ""DA_d2_heldout200b/619"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/687"", ""DA_d2_heldout200b/706"", ""DA_d2_heldout200b/746"", ""DA_d2_heldout200b/758"", ""DA_d2_heldout200b/774"", ""DA_d2_seq100/118"", ""DA_d2_seq100/164"", ""DA_d2_seq100/19"", ""DA_d2_seq100/242"", ""DA_d2_seq100/57"", ""MCR_seq200b/329"", ""MCR_seq200b/376"", ""MCR_seq200b/478"", ""MCR_v1_seq100/12"", ""MCR_v1_seq100/26"", ""MCR_v1_seq100/60"", ""MCR_v1_seq100/76"", ""MCR_v2_seq100/201"", ""MCR_v2_seq100/208"", ""MCR_v2_seq100/214""]",1.0
E12,graph_k5_first,graph_k10_first,k10_vs_k5_graph_first,factorial39,ALL,complete_or_compatible_partial,300,117,0,0,183,0.39,0.39,0.0,1.0,"[0.0, 0.0]",[],[],1.0
E12,graph_k5_pairwise,graph_k10_pairwise,k10_vs_k5_graph_pairwise,factorial39,ALL,complete_or_compatible_partial,300,104,15,13,168,0.39666666666666667,0.39,-0.006666666666666667,0.8505540192127228,"[-0.04, 0.026667]","[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/477"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/757"", ""DA_d2_seq100/63"", ""MCR_seq200b/265"", ""MCR_seq200b/320"", ""MCR_v1_seq100/45"", ""MCR_v1_seq100/86"", ""MCR_v2_seq100/209""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/262"", ""DA_d2_heldout100/290"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/771"", ""DA_d2_seq100/134"", ""DA_d2_seq100/164"", ""DA_d2_seq100/33"", ""MCR_seq200b/335"", ""MCR_v1_seq100/123"", ""MCR_v1_seq100/26"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/99"", ""MCR_v2_seq100/230""]",1.0
E12,graph_k5_pointwise,graph_k10_pointwise,k10_vs_k5_graph_pointwise,factorial39,ALL,complete_or_compatible_partial,300,96,20,14,170,0.38666666666666666,0.36666666666666664,-0.02,0.39152830513194203,"[-0.056667, 0.016667]","[""DA_d2_heldout100/451"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/536"", ""DA_d2_heldout200b/560"", ""DA_d2_heldout200b/611"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/662"", ""DA_d2_heldout200b/724"", ""DA_d2_seq100/139"", ""DA_d2_seq100/19"", ""DA_d2_seq100/242"", ""DA_d2_seq100/57"", ""MCR_v2_seq100/201""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/719"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/753"", ""DA_d2_heldout200b/757"", ""DA_d2_heldout200b/766"", ""DA_d2_heldout200b/771"", ""DA_d2_seq100/188"", ""MCR_seq200b/251"", ""MCR_seq200b/296"", ""MCR_seq200b/335"", ""MCR_seq200b/355"", ""MCR_v1_seq100/46"", ""MCR_v1_seq100/6"", ""MCR_v1_seq100/74"", ""MCR_v1_seq100/99"", ""MCR_v2_seq100/174""]",1.0
E12,raw_k5_first,raw_k10_first,k10_vs_k5_raw_first,factorial39,ALL,complete_or_compatible_partial,300,117,0,0,183,0.39,0.39,0.0,1.0,"[0.0, 0.0]",[],[],1.0
E12,raw_k5_pairwise,raw_k10_pairwise,k10_vs_k5_raw_pairwise,factorial39,ALL,complete_or_compatible_partial,300,137,9,17,137,0.4866666666666667,0.5133333333333333,0.02666666666666667,0.16863754391670227,"[-0.006667, 0.06]","[""DA_d2_heldout100/262"", ""DA_d2_heldout200b/485"", ""DA_d2_heldout200b/540"", ""DA_d2_heldout200b/549"", ""DA_d2_heldout200b/619"", ""DA_d2_heldout200b/622"", ""DA_d2_heldout200b/649"", ""DA_d2_heldout200b/676"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/738"", ""DA_d2_seq100/242"", ""DA_d2_seq100/28"", ""MCR_v1_seq100/41"", ""MCR_v1_seq100/86"", ""MCR_v1_seq100/99"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/214""]","[""DA_d2_heldout100/290"", ""DA_d2_heldout100/372"", ""DA_d2_heldout100/437"", ""DA_d2_heldout200b/527"", ""DA_d2_heldout200b/548"", ""DA_d2_heldout200b/746"", ""DA_d2_seq100/76"", ""MCR_v1_seq100/26"", ""MCR_v1_seq100/74""]",1.0
