arm,replicate,case_id,tree_hash,status,coverage,l1_parent_coverage,gold_l2_coverage,clean_parent_coverage,gold_hint_recall,b_mapping_recall,b_mapping_recall_conditional,generator_retention,gap_gain,duplicate_rate,leaf_burden,llm_calls,generation_llm_calls,generation_model_calls,generation_cache_hits,retrieval_calls,mapping_calls,downstream_llm_calls,oracle_capability_llm_calls,production_e2e_llm_calls,oracle_top1,oracle_top2,oracle_rr,oracle_parent_f4_local_top1,oracle_parent_f4_local_top2,oracle_parent_f4_local_rr,actual_top1,actual_top2,actual_rr,gold_generated,mapping_recall,oracle_capability_model_calls,production_e2e_model_calls,gap_attempted,l1_route,l1_route_top2,l1_gold_parent_rank,local_top1,local_champion,error_attribution
A,2,mxh045,23d4b4635e51e5608cbe171d4cd14841f188daab2bbcce25fec222245ed3bd41,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.6756756756756757,7.4,19,19,13,6,5,0,25,18,7,False,False,0.3333333333333333,False,False,0.3333333333333333,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
A,2,mxh046,d5258049d1ab52e215bf993d2ccf9ec2246172d7514b95cc9dd6d1934b5be993,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.56,6.25,16,16,9,7,4,0,20,15,5,False,True,0.5,False,True,0.5,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
A,2,mxh055,1f06d392144e1cb711ac318e24d31b0d167076f09595aadf9bbc78525842ec6d,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.5263157894736842,3.8,17,17,10,7,5,0,21,15,6,True,True,1.0,True,True,1.0,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
A,2,mxh068,f55b694657415559ab58a58f59479d3b140d4dadb33a47f651482a87361d92c5,absent,1.0,1.0,False,1.0,,,,,False,0.6764705882352942,6.8,19,19,11,8,5,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,True,False,False,,False,False,gold_absent
A,2,mxh075,a04d783f45d1bc4b271b9055ac3452db60bac25fb5b74caf41581189059cfdfa,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,True,0.5945945945945946,7.4,19,19,12,7,5,0,15,9,6,False,False,0.3333333333333333,False,False,0.3333333333333333,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
A,3,mb11_pancoast,e5a65c13128b0f561781625f275297c86b74e7474937a4ae2854aa5a01e9603e,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,True,0.3181818181818182,5.5,15,15,11,4,4,0,16,11,5,True,True,1.0,True,True,1.0,False,True,0.5,True,True,0,0,True,False,True,2,True,True,l1_prior_disadvantage
A,3,mb34_leukemoid,6d51d3cc9741751968c8483e1378a4d49477ca66ad722fd47c5f9cca12536755,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.5,7.333333333333333,24,24,14,10,6,0,34,26,8,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
A,3,mb55_glucagonoma,39c81e6efab689f1744717885869945230ac59022dd77051ee855d6666a6d343,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.22580645161290322,6.2,19,19,12,7,5,0,27,21,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
A,3,mb57_kartagener,b10e89c767ba955474cbc0fa4898d1865b1b1ac80e23eed4dbdc4c327131bee2,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,True,0.68,5.0,20,20,14,6,5,0,26,20,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
A,3,mb65_cml,04b178ad93384deb6d52d642d81eed246b4bf5b0229f0bf77487b053ad97723e,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,True,0.43478260869565216,4.6,20,20,14,6,5,0,23,17,6,False,True,0.5,False,True,0.5,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
A,3,mb66_peliosis,a3b1fdbf96353e99862f79ab44c8d0793732961e696da83cd5f91f9e638e8447,absent,1.0,1.0,False,1.0,,,,,False,0.44,5.0,18,18,13,5,5,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,True,False,False,,False,False,gold_absent
A,3,mb77_hyperpara,57f3844a5f06387501b61cd9dc7a6664b2724c7a1339f105708a20de12f8b2e7,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.36363636363636365,4.4,17,17,11,6,5,0,20,14,6,True,True,1.0,True,True,1.0,False,False,0.3333333333333333,True,True,0,0,True,False,True,2,True,True,l1_prior_disadvantage
A,3,mb82_adhesions,f59a49c48872a5759bb4bba1d289a84690b8a8daa0e77c37e1f09ca08e2bd271,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,True,0.24,5.0,20,20,14,6,5,0,14,8,6,False,True,0.5,False,True,0.5,False,False,0.0,True,True,0,0,True,False,True,2,False,False,l1_prior_disadvantage
A,3,mb83_foreignbody,786eb6669e7e9644769719c74fbd1dddc2813d933d01cac94b2de6bc30540adf,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.4583333333333333,6.0,16,16,11,5,4,0,22,17,5,False,True,0.5,False,True,0.5,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
A,3,mxh011,069f25f86b35261c9c55a6b0629417f786566a1d3b6a0ccdf1ba1acda3a2f29c,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.5925925925925926,5.4,19,19,12,7,5,0,25,19,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
A,3,mxh014,aa9ece1828ecc7798e7ff5884d3f784c1dd42c00ecedd20cafbdd88329b8493d,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.375,11.2,21,21,14,7,5,0,25,19,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
A,3,mxh036,cf7c9f22bfe47f005e4db5de2945edb842976368e8f1e0bfdf86ebe833127b84,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.5151515151515151,6.6,19,19,12,7,5,0,20,14,6,True,True,1.0,True,True,1.0,False,False,0.3333333333333333,True,True,0,0,True,True,True,1,True,True,intergroup
A,3,mxh045,1d8652486fe7cc1234eee0c17ac0a63db4a683778c6f83bbd284b91ecf3fdde8,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,True,0.6410256410256411,7.8,19,19,14,5,5,0,23,17,6,False,False,0.3333333333333333,False,False,0.3333333333333333,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
A,3,mxh046,27fc299b2205ea8ac45251539311d20bdd62481dea9a03dea2d30057390df9b5,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.5652173913043478,5.75,16,16,9,7,4,0,22,17,5,False,True,0.5,False,True,0.5,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
A,3,mxh055,083623c9d7c8e1101252d3566bf9fb3c8a34362a6f70b456a9bbd4258030b3bb,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,True,0.5416666666666666,4.8,19,19,12,7,5,0,25,19,6,True,True,1.0,True,True,1.0,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
A,3,mxh068,d5d3f3845fde55d685d8538a25ea6fc01155e4e7b967ef7817c0fb194a0c5c6c,absent,1.0,1.0,False,1.0,,,,,False,0.5348837209302325,8.6,18,18,12,6,5,0,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,True,False,False,,False,False,gold_absent
A,3,mxh075,34cdc345c8ea8e4f58b18fe9caf58f5d97ed185a0a1bc6a591f9bcb6f789ef98,duplicated_across_l1,1.0,1.0,True,1.0,True,,,True,False,0.5757575757575758,6.6,19,19,10,9,5,0,13,6,7,True,True,1.0,True,True,1.0,False,False,0.0,True,True,0,0,True,False,False,3,False,False,l1_prior_disadvantage
B,1,mb11_pancoast,12331958a611387866434aec919fc7d929881559407d4be6594562ed2c94e553,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.0,6.0,13,13,0,13,0,1,10,4,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,False,True,2,True,True,success
B,1,mb34_leukemoid,9b04632098e143db34afb8742f2e4f523a3482787bdd5fae0240133dec39cf27,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.17647058823529413,2.8333333333333335,16,16,0,16,0,1,13,5,8,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,1,mb55_glucagonoma,5ecdf57c14b0e96210ce7c6c5096b51c52bd8971a6f55db45714571b23dc0ffc,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.15789473684210525,3.8,15,15,0,15,0,1,14,8,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,False,True,2,True,True,success
B,1,mb57_kartagener,d24aa75e6d808d9ba04b3af87380dd50c9e0c6d11e5f77ebb0813aa347fb9eb1,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,True,0.32,5.0,16,16,0,16,0,1,20,14,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,1,mb65_cml,b7af7ae6946c5808560c176813217bca4acd70b53464306c210e2dc57cc2b863,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.7142857142857143,4.2,16,16,0,16,0,1,10,4,6,False,False,0.3333333333333333,False,False,0.3333333333333333,False,False,0.0,True,True,0,0,True,False,False,3,False,False,l1_prior_disadvantage
B,1,mb66_peliosis,38ce5407f36f0731910070c30c7db07cd72540dec2fa3e5fcde88cdcb3fd3a8f,absent,1.0,1.0,False,1.0,,,,,False,0.20833333333333334,4.8,15,15,0,15,0,1,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,True,False,False,,False,False,gold_absent
B,1,mb77_hyperpara,615fbe9bef12ea1e2d1ddccfce2e11738a4b328fa91792933a133883639c2653,absent,1.0,1.0,False,1.0,,,,,False,0.3076923076923077,5.2,14,14,0,14,0,1,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,True,False,False,,False,False,gold_absent
B,1,mb82_adhesions,17cdfb470636357419600deb7decc4cf867348970f59d8f4e6aad51ac6e64cb0,unique,1.0,1.0,True,1.0,True,True,True,True,True,0.6956521739130435,4.6,15,15,0,15,0,1,10,4,6,False,False,0.3333333333333333,False,False,0.3333333333333333,False,False,0.0,True,True,0,0,True,False,False,4,False,False,l1_prior_disadvantage
B,1,mb83_foreignbody,c63e1ce763e87b13341235fbf165d0d84d86244f0c96bd1ccd3bdd6b84b26ed7,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.2222222222222222,4.5,13,13,0,13,0,1,10,5,5,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,False,True,2,True,True,success
B,1,mxh011,111e797ab41fe848fd9bae8320ab69631062ef9108f68faf37240587920de85c,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.7692307692307693,5.2,16,16,0,16,0,1,27,21,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,1,mxh014,8bcc6d8ac58a0c211ebddaa5dc225429ad51335613cb95d8709cee0f9bdb54d6,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.375,4.8,14,14,0,14,0,1,16,10,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,1,mxh036,5929b9268a914c6b6e253c479b5d93f229c75e2f789e74b489062ced610dc721,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.631578947368421,3.8,14,14,0,14,0,1,18,11,7,True,True,1.0,True,True,1.0,False,False,0.2,True,True,0,0,True,True,True,1,True,True,intergroup
B,1,mxh045,cb48abe70462b09c813fc3453e87d6bab6f7b6dda3f2a52f7960a16b4b6d5542,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.5333333333333333,6.0,16,16,0,16,0,1,22,16,6,False,False,0.25,False,False,0.25,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
B,1,mxh046,7a7e466aebf4897018dd3fc9c22e9897c90939200910e29a67803c9e09cc5dbf,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.5909090909090909,5.5,13,13,0,13,0,1,19,14,5,False,False,0.3333333333333333,False,False,0.3333333333333333,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
B,1,mxh055,ced8773862ecb8e07585aedce23e98aa830e379898a54a323123cd8343450784,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.10526315789473684,3.8,13,13,0,13,0,1,11,5,6,True,True,1.0,True,True,1.0,False,True,0.5,True,True,0,0,True,True,True,1,True,True,intergroup
B,1,mxh068,5c67ca59ba67a37698adae5aadc49fb4336d4c3bd9104d8e7a62e7a6eb3f61dd,absent,1.0,1.0,False,1.0,,,,,False,0.3125,6.4,15,15,0,15,0,1,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,True,False,False,,False,False,gold_absent
B,1,mxh075,5447b7543949bcea00678e8ec35a21801d738dbe8c97bf1833668140e357803e,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.3,4.0,16,16,0,16,0,1,12,6,6,False,True,0.5,False,True,0.5,False,True,0.5,True,True,0,0,True,True,True,1,True,True,intergroup
B,2,mb11_pancoast,29b17682917d51cd2164b00fe45d328eaa31ff8f77d7e133e2f01ef38ea1ffdf,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.5714285714285714,3.5,11,11,0,11,0,1,14,9,5,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,2,mb34_leukemoid,b75379f6f560f29a891768f3f88a6c7fc8728f535c7d00ea04f0debf2ebe9216,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.1875,2.6666666666666665,16,16,0,16,0,1,12,5,7,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,2,mb55_glucagonoma,e506c102a5b25dec1e113738ac6dc7586880cb6393744f8399c184aa533e9660,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.18181818181818182,4.4,17,17,0,17,0,1,15,9,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,False,True,2,True,True,success
B,2,mb57_kartagener,10d58a788b36f65b9b20fe283e3c445e247784fd86c87d114e485d3a0f0f98e4,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,True,0.25,5.6,16,16,0,16,0,1,16,10,6,False,True,0.5,False,True,0.5,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,2,mb65_cml,0d9a444ad1f18f14d900335268ea16b21ebb143afcf4f3be18e8251d31aaa09e,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.6190476190476191,4.2,16,16,0,16,0,1,9,3,6,False,False,0.3333333333333333,False,False,0.3333333333333333,False,False,0.0,True,True,0,0,True,False,False,3,False,False,l1_prior_disadvantage
B,2,mb66_peliosis,8f95bbd3a85d12bce292fd6f4ff777c3be002c6e777a67ed370b8199f904ae75,absent,1.0,1.0,False,1.0,,,,,False,0.6521739130434783,4.6,16,16,0,16,0,1,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,True,False,False,,False,False,gold_absent
B,2,mb77_hyperpara,e8574eb2ef302ee174fbbfbb2f23af5abb1f9b7bc5509aabb32e02dd5445c3de,absent,1.0,1.0,False,1.0,,,,,False,0.25925925925925924,5.4,16,16,0,16,0,1,0,0,0,False,False,0.0,False,False,0.0,False,False,0.0,False,,0,0,True,False,False,,False,False,gold_absent
B,2,mb82_adhesions,34c35643492b9799126e16a972e2bce10cea21835f851619b6dc7c8110872bdc,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,True,0.72,5.0,16,16,0,16,0,1,15,9,6,False,True,0.5,False,True,0.5,False,False,0.0,True,True,0,0,True,False,True,2,False,False,l1_prior_disadvantage
B,2,mb83_foreignbody,d49d12d37f0f6df408fd8b498f546e532597625d73a7a4e388904b690ac96685,unique,1.0,1.0,True,1.0,True,True,True,True,False,0.2222222222222222,4.5,13,13,0,13,0,1,10,5,5,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,False,True,2,True,True,success
B,2,mxh011,0fd1a97741096bba89bfbbe41dcf608521dac452fc6dac4791f4784f65b1df88,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.75,4.8,15,15,0,15,0,1,25,19,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,2,mxh014,ca37cd25237cb85c82d0114a843cca987f75da54e8639c2e04a621a7dd88b215,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.5185185185185185,5.4,15,15,0,15,0,1,20,14,6,True,True,1.0,True,True,1.0,True,True,1.0,True,True,0,0,True,True,True,1,True,True,success
B,2,mxh036,83326e62c622c3745f970cdb0dfb34885f99764cd580d875a0e89305689ff9b1,duplicated_across_l1,1.0,1.0,True,1.0,True,True,True,True,False,0.65,4.0,14,14,0,14,0,1,15,9,6,True,True,1.0,True,True,1.0,False,False,0.0,True,True,0,0,True,True,True,1,False,False,local_rank
