case_id,cohort,arm,opt1,opt2,rr,option_rank,best_rank,official_opt1,official_opt2,official_rr,reverted,swapped,n_merge_clusters,route_path,n_synthetic,subdivided_parents,pool_pre,pool_post
72,remain76,subdivide_calib,0,1,0.5,2,15,1,1,1.0,0,0,,subdivide,16,"B1.1,B3.3,B4.1,B5.2","B1.1.L31,B1.1.L32,B1.1.L33,B1.1.L34,B2.1","B2.1,B1.1.L31,B1.1.L32,B1.1.L33,B1.1.L34"
74,remain76,subdivide_calib,0,0,0.0,2,,0,0,0.0,0,0,,calibrate_only,,,"B1.3,B4.3,B2.3,B5.3,B3.3","B2.3,B1.3,B5.3,B3.3,B4.3"
76,remain76,subdivide_calib,1,1,1.0,1,3,1,1,1.0,0,1,,subdivide,6,"B5.2,B4.2","B5.2.L31,B5.2.L32,B5.2.L33,B3.4,B2.4","B3.4,B2.4,B5.2.L31,B5.2.L32,B5.2.L33"
81,remain76,subdivide_calib,1,1,1.0,1,2,1,1,1.0,0,0,,subdivide,4,B3.3,"B3.3.L31,B3.3.L32,B3.3.L33,B3.3.L34,B1.1","B1.1,B3.3.L31,B3.3.L32,B3.3.L33,B3.3.L34"
83,remain76,subdivide_calib,1,1,1.0,1,1,0,0,0.3333333333333333,0,0,,calibrate_only,,,"B1.2,B4.3,B2.3,B3.3,B5.4","B3.3,B1.2,B4.3,B5.4,B2.3"
87,remain76,subdivide_calib,0,0,0.3333333333333333,3,15,1,1,1.0,0,1,,subdivide,16,"B3.2,B1.2,B4.2,B2.2","B3.2.L31,B3.2.L32,B3.2.L33,B3.2.L34,B1.2.L31","B3.2.L32,B3.2.L31,B3.2.L33,B3.2.L34,B1.2.L31"
89,remain76,subdivide_calib,0,0,0.3333333333333333,3,6,1,1,1.0,0,0,,subdivide,6,"B1.1,B2.1","B3.3,B1.1.L31,B1.1.L32,B1.1.L33,B2.1.L31","B3.3,B1.1.L31,B1.1.L32,B1.1.L33,B2.1.L31"
90,remain76,subdivide_calib,1,1,1.0,1,1,0,1,0.5,0,0,,subdivide,3,B1.3,"B5.1,B3.1,B2.2,B4.1,B1.3.L31","B1.3.L31,B5.1,B3.1,B2.2,B4.1"
95,remain76,subdivide_calib,1,1,1.0,1,13,1,1,1.0,0,0,,subdivide,15,"B1.1,B4.1,B3.1,B2.1,B5.1","B1.1.L31,B1.1.L32,B1.1.L33,B4.1.L31,B4.1.L32","B1.1.L31,B1.1.L32,B1.1.L33,B4.1.L31,B4.1.L32"
97,remain76,subdivide_calib,0,0,0.0,1,,0,0,0.0,0,0,,calibrate_only,,,,
99,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,1,,calibrate_only,,,"B4.2,B2.3,B3.3,B1.1","B4.2,B1.1,B3.3,B2.3"
100,remain76,subdivide_calib,1,1,1.0,1,1,0,1,0.5,0,0,,calibrate_only,,,"B5.1,B4.1,B3.2,B1.2,B2.1","B1.2,B2.1,B5.1,B3.2,B4.1"
102,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,calibrate_only,,,"B4.1,B2.2,B1.1,B3.1","B1.1,B2.2,B4.1,B3.1"
103,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,calibrate_only,,,"B2.3,B5.1,B1.3,B3.1,B4.3","B1.3,B3.1,B2.3,B5.1,B4.3"
107,remain76,subdivide_calib,0,0,0.0,2,,0,0,0.0,0,1,,calibrate_only,,,"B2.1,B1.1,B3.1,B4.1","B2.1,B1.1,B3.1,B4.1"
111,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,1,,calibrate_only,,,"B2.2,B1.2,B5.2,B3.2,B4.2","B1.2,B2.2,B5.2,B3.2,B4.2"
114,remain76,subdivide_calib,0,0,0.0,2,,0,0,0.0,0,1,,calibrate_only,,,"B5.3,B1.1,B2.3,B3.2,B4.3","B4.3,B1.1,B2.3,B5.3,B3.2"
117,remain76,subdivide_calib,0,1,0.5,2,5,0,1,0.5,0,0,,subdivide,3,B1.1,"B4.1,B5.2,B2.2,B3.5,B1.1.L31","B4.1,B3.5,B5.2,B2.2,B1.1.L31"
118,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,subdivide,3,B1.1,"B1.1.L31,B1.1.L32,B1.1.L33,B5.1,B3.3","B1.1.L31,B1.1.L33,B5.1,B3.3,B1.1.L32"
119,remain76,subdivide_calib,1,1,1.0,1,2,1,1,1.0,0,0,,calibrate_only,,,"B5.3,B2.5,B4.4,B1.3,B3.3","B1.3,B2.5,B3.3,B4.4,B5.3"
120,remain76,subdivide_calib,0,0,0.3333333333333333,3,9,0,1,0.5,0,0,,subdivide,8,"B1.3,B2.3,B4.3,B5.3","B3.4,B1.3.L31,B1.3.L32,B2.3.L31,B2.3.L32","B3.4,B1.3.L31,B1.3.L32,B2.3.L31,B2.3.L32"
122,remain76,subdivide_calib,1,1,1.0,1,1,0,1,0.5,0,0,,calibrate_only,,,"B3.1,B4.1,B2.1,B1.1","B2.1,B4.1,B1.1,B3.1"
124,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,calibrate_only,,,"B1.2,B3.2,B2.1,B4.1","B1.2,B2.1,B4.1,B3.2"
125,remain76,subdivide_calib,0,0,0.0,1,,0,0,0.0,0,1,,calibrate_only,,,"B4.1,B2.1,B3.4,B1.1,B5.1","B4.1,B2.1,B5.1,B1.1,B3.4"
128,remain76,subdivide_calib,0,1,0.5,2,2,1,1,1.0,0,0,,calibrate_only,,,"B4.3,B3.3,B1.2,B2.2","B1.2,B4.3,B3.3,B2.2"
129,remain76,subdivide_calib,0,0,0.0,3,,0,0,0.0,0,1,,calibrate_only,,,"B5.1,B1.1,B4.1,B2.3,B3.1","B3.1,B1.1,B4.1,B5.1,B2.3"
132,remain76,subdivide_calib,1,1,1.0,1,3,1,1,1.0,0,0,,subdivide,8,"B1.1,B4.3","B1.1.L31,B1.1.L32,B1.1.L33,B1.1.L34,B4.3.L31","B1.1.L34,B1.1.L31,B4.3.L31,B1.1.L32,B1.1.L33"
134,remain76,subdivide_calib,1,1,1.0,1,9,1,1,1.0,0,0,,subdivide,10,"B4.1,B5.1,B3.1,B2.3,B1.1","B4.1.L31,B4.1.L32,B5.1.L31,B5.1.L32,B3.1.L31","B4.1.L31,B4.1.L32,B5.1.L31,B5.1.L32,B3.1.L31"
137,remain76,subdivide_calib,1,1,1.0,1,10,1,1,1.0,0,0,,subdivide,12,"B4.2,B3.2,B2.1,B1.2","B4.2.L31,B4.2.L32,B4.2.L33,B3.2.L31,B3.2.L32","B4.2.L31,B4.2.L32,B4.2.L33,B3.2.L31,B3.2.L32"
139,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,calibrate_only,,,"B1.3,B4.3,B2.3,B3.2","B1.3,B3.2,B4.3,B2.3"
140,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,calibrate_only,,,"B3.1,B2.3,B1.1,B4.2","B2.3,B3.1,B1.1,B4.2"
147,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,1,,calibrate_only,,,"B5.1,B4.1,B2.1,B1.1,B3.1","B2.1,B1.1,B3.1,B4.1,B5.1"
149,remain76,subdivide_calib,0,1,0.5,2,18,1,1,1.0,0,0,,subdivide,20,"B3.1,B1.1,B4.1,B5.1,B2.1","B3.1.L31,B3.1.L32,B3.1.L33,B3.1.L34,B1.1.L31","B3.1.L31,B3.1.L32,B3.1.L33,B3.1.L34,B1.1.L31"
150,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,calibrate_only,,,"B4.3,B1.1,B2.1,B3.1","B4.3,B1.1,B2.1,B3.1"
151,remain76,subdivide_calib,0,1,0.5,2,6,0,1,0.5,0,0,,subdivide,6,"B1.1,B4.1,B2.3","B3.2,B1.1.L31,B1.1.L32,B4.1.L31,B4.1.L32","B3.2,B1.1.L31,B1.1.L32,B4.1.L31,B4.1.L32"
156,remain76,subdivide_calib,0,1,0.5,2,3,1,1,1.0,0,0,,calibrate_only,,,"B2.3,B3.3,B4.2,B1.3,B5.3","B3.3,B1.3,B2.3,B5.3,B4.2"
158,remain76,subdivide_calib,0,1,0.5,2,8,1,1,1.0,0,0,,subdivide,8,"B2.2,B1.2,B5.2,B3.2","B2.2.L31,B2.2.L32,B1.2.L31,B1.2.L32,B5.2.L31","B2.2.L31,B2.2.L32,B1.2.L31,B1.2.L32,B5.2.L31"
161,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,calibrate_only,,,"B4.1,B5.1,B3.4,B2.3,B1.3","B3.4,B2.3,B1.3,B5.1,B4.1"
163,remain76,subdivide_calib,0,1,0.5,2,6,0,1,0.5,0,0,,subdivide,6,"B1.3,B5.3,B3.3","B4.4,B1.3.L31,B1.3.L32,B5.3.L31,B5.3.L32","B4.4,B1.3.L31,B1.3.L32,B5.3.L31,B5.3.L32"
164,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,1,,calibrate_only,,,"B4.2,B1.1,B3.1,B2.1,B5.1","B1.1,B3.1,B5.1,B4.2,B2.1"
165,remain76,subdivide_calib,1,1,1.0,1,1,0,1,0.5,0,0,,calibrate_only,,,"B2.1,B1.1,B3.2,B4.2","B4.2,B2.1,B1.1,B3.2"
167,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,1,,calibrate_only,,,"B1.1,B4.1,B3.2,B2.1","B2.1,B1.1,B4.1,B3.2"
173,remain76,subdivide_calib,0,1,0.5,2,3,0,1,0.5,0,0,,calibrate_only,,,"B2.1,B1.2,B3.1,B4.1,B5.1","B1.2,B2.1,B4.1,B5.1,B3.1"
174,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,1,,calibrate_only,,,"B3.2,B1.2,B4.2,B2.2,B5.2","B3.2,B1.2,B5.2,B2.2,B4.2"
177,remain76,subdivide_calib,0,0,0.3333333333333333,3,10,0,1,0.5,0,0,,subdivide,9,"B3.4,B4.1,B5.1","B1.4,B3.4.L31,B3.4.L32,B3.4.L33,B2.1","B1.4,B2.1,B3.4.L31,B3.4.L32,B3.4.L33"
181,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,1,,calibrate_only,,,"B5.1,B2.3,B1.3,B3.4,B4.1","B1.3,B3.4,B5.1,B4.1,B2.3"
182,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,1,,calibrate_only,,,"B1.3,B4.3,B2.3,B3.3","B2.3,B1.3,B3.3,B4.3"
183,remain76,subdivide_calib,0,0,0.0,2,,0,0,0.0,0,1,,calibrate_only,,,"B2.11,B1.1,B4.1,B3.5","B2.11,B1.1,B4.1,B3.5"
186,remain76,subdivide_calib,0,0,0.3333333333333333,3,7,0,1,0.5,0,0,,subdivide,6,"B1.3,B2.2,B3.2","B4.1,B1.3.L31,B1.3.L32,B2.2.L31,B2.2.L32","B4.1,B1.3.L31,B1.3.L32,B2.2.L31,B2.2.L32"
187,remain76,subdivide_calib,0,0,0.0,2,,0,0,0.0,0,1,,calibrate_only,,,"B3.1,B4.2,B1.2,B2.2","B3.1,B1.2,B4.2,B2.2"
188,remain76,subdivide_calib,0,0,0.0,2,,0,0,0.0,0,0,,calibrate_only,,,"B3.1,B1.1,B5.1,B2.4,B4.2","B1.1,B2.4,B3.1,B4.2,B5.1"
190,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,calibrate_only,,,"B3.2,B2.2,B1.3,B4.4,B5.4","B1.3,B2.2,B4.4,B5.4,B3.2"
194,remain76,subdivide_calib,1,1,1.0,1,13,1,1,1.0,0,0,,subdivide,16,"B4.2,B2.2,B3.2,B1.2","B4.2.L31,B4.2.L32,B4.2.L33,B4.2.L34,B2.2.L31","B4.2.L33,B4.2.L31,B4.2.L34,B2.2.L31,B4.2.L32"
198,remain76,subdivide_calib,0,0,0.0,2,,0,0,0.0,0,0,,calibrate_only,,,"B1.1,B3.1,B5.1,B2.1,B4.1","B1.1,B2.1,B3.1,B4.1,B5.1"
202,remain76,subdivide_calib,0,1,0.5,2,8,1,1,1.0,0,0,,subdivide,9,"B3.1,B2.1,B4.2","B3.1.L31,B3.1.L32,B3.1.L33,B2.1.L31,B2.1.L32","B3.1.L31,B3.1.L32,B3.1.L33,B2.1.L31,B2.1.L32"
205,remain76,subdivide_calib,0,1,0.5,2,2,0,1,0.5,0,0,,calibrate_only,,,"B3.2,B2.3,B4.2,B1.4","B3.2,B1.4,B4.2,B2.3"
206,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,calibrate_only,,,"B1.2,B2.1,B4.3,B5.2,B3.1","B1.2,B4.3,B5.2,B3.1,B2.1"
207,remain76,subdivide_calib,1,1,1.0,1,7,1,1,1.0,0,0,,subdivide,8,"B2.1,B1.1,B3.1,B4.1","B2.1.L31,B2.1.L32,B1.1.L31,B1.1.L32,B3.1.L31","B2.1.L31,B2.1.L32,B1.1.L31,B1.1.L32,B3.1.L31"
211,remain76,subdivide_calib,0,1,0.5,2,4,1,1,1.0,0,1,,calibrate_only,,,"B2.3,B1.1,B5.1,B4.1,B3.2","B1.1,B4.1,B5.1,B3.2,B2.3"
214,remain76,subdivide_calib,1,1,1.0,1,1,0,1,0.5,0,0,,calibrate_only,,,"B4.1,B3.4,B1.4,B2.2","B1.4,B4.1,B2.2,B3.4"
216,remain76,subdivide_calib,0,1,0.5,2,14,1,1,1.0,0,0,,subdivide,16,"B3.2,B1.1,B4.1,B2.4","B3.2.L31,B3.2.L32,B3.2.L33,B3.2.L34,B1.1.L31","B3.2.L31,B3.2.L32,B3.2.L33,B3.2.L34,B1.1.L31"
219,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,1,,calibrate_only,,,"B1.1,B4.1,B2.1,B3.1,B5.1","B5.1,B4.1,B1.1,B2.1,B3.1"
220,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,calibrate_only,,,"B3.1,B1.1,B2.1,B4.2","B2.1,B1.1,B4.2,B3.1"
225,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,0,,calibrate_only,,,"B2.2,B1.1,B3.1,B4.1","B1.1,B2.2,B4.1,B3.1"
226,remain76,subdivide_calib,0,0,0.0,2,,0,0,0.0,0,0,,calibrate_only,,,"B3.2,B1.1,B2.4,B4.2","B3.2,B2.4,B4.2,B1.1"
227,remain76,subdivide_calib,0,1,0.5,2,5,1,1,1.0,0,1,,subdivide,3,B2.2,"B3.1,B4.2,B1.2,B2.2.L31,B2.2.L32","B1.2,B3.1,B4.2,B2.2.L31,B2.2.L32"
228,remain76,subdivide_calib,1,1,1.0,1,9,1,1,1.0,0,0,,subdivide,12,"B2.1,B1.1,B4.1","B2.1.L31,B2.1.L32,B2.1.L33,B2.1.L34,B1.1.L31","B2.1.L31,B2.1.L32,B2.1.L33,B2.1.L34,B1.1.L31"
229,remain76,subdivide_calib,0,0,0.0,1,,0,0,0.0,0,0,,calibrate_only,,,"B2.1,B1.1,B5.3,B3.6,B4.3","B1.1,B5.3,B3.6,B2.1,B4.3"
231,remain76,subdivide_calib,0,0,0.0,4,,0,0,0.0,0,0,,subdivide,6,"B1.2,B5.1,B3.1","B1.2.L31,B1.2.L32,B2.1,B4.2,B5.1.L31","B2.1,B4.2,B1.2.L31,B1.2.L32,B5.1.L31"
233,remain76,subdivide_calib,1,1,1.0,1,1,0,1,0.5,0,0,,calibrate_only,,,"B2.1,B3.1,B4.1,B1.2,B5.1","B1.2,B2.1,B5.1,B3.1,B4.1"
237,remain76,subdivide_calib,1,1,1.0,1,10,1,1,1.0,0,0,,subdivide,12,"B5.1,B4.1,B1.1,B3.1","B5.1.L31,B5.1.L32,B5.1.L33,B4.1.L31,B4.1.L32","B5.1.L31,B5.1.L32,B5.1.L33,B4.1.L31,B4.1.L32"
241,remain76,subdivide_calib,0,0,0.0,3,,0,0,0.0,0,0,,calibrate_only,,,"B1.1,B4.2,B3.2,B2.11","B1.1,B4.2,B3.2,B2.11"
242,remain76,subdivide_calib,0,0,0.0,2,,0,0,0.0,0,0,,calibrate_only,,,"B2.4,B3.1,B1.1,B5.1,B4.1","B1.1,B2.4,B4.1,B5.1,B3.1"
243,remain76,subdivide_calib,1,1,1.0,1,1,1,1,1.0,0,1,,calibrate_only,,,"B1.2,B4.2,B2.3,B3.4","B2.3,B1.2,B3.4,B4.2"
246,remain76,subdivide_calib,0,1,0.5,2,3,0,1,0.5,0,0,,calibrate_only,,,"B4.4,B1.2,B3.3,B2.1","B1.2,B2.1,B3.3,B4.4"
249,remain76,subdivide_calib,1,1,1.0,1,3,1,1,1.0,0,1,,subdivide,3,B2.2,"B2.2.L31,B2.2.L32,B2.2.L33,B1.3,B3.1","B1.3,B3.1,B2.2.L31,B2.2.L32,B2.2.L33"
