case_key,family,anchor_key,arm,success,gold_exposure_hit,gold_top1,candidate_n,champion_label,runner_up_label,cache_hit,error
DA_d2_heldout100/317,DA,ax_syndrome,duplicate_anchor,True,False,False,2,Pyoderma gangrenosum,Acute febrile neutrophilic dermatosis (Sweet syndrome),False,
DA_d2_heldout100/321,DA,ax_mechanism,real_views,True,False,False,6,Syringocystadenoma papilliferum,Apocrine gland tumor,False,
DA_d2_heldout100/321,DA,ax_mechanism,role_rotated,True,False,False,6,Syringocystadenoma papilliferum,Hidradenoma papilliferum,False,
DA_d2_heldout100/321,DA,ax_mechanism,single_anchor,True,False,False,3,Hidradenoma papilliferum,Apocrine gland carcinoma,False,
DA_d2_heldout100/321,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Hidradenoma papilliferum,Apocrine gland carcinoma,False,
DA_d2_heldout100/328,DA,ax_mechanism,real_views,True,False,False,5,Chronic Urticaria,Autoimmune Urticaria,False,
DA_d2_heldout100/328,DA,ax_mechanism,role_rotated,True,False,False,5,Chronic Urticaria,Autoimmune Urticaria,False,
DA_d2_heldout100/328,DA,ax_mechanism,single_anchor,True,False,False,3,Chronic Urticaria,Autoimmune Urticaria,False,
DA_d2_heldout100/328,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Chronic Urticaria,Autoimmune Urticaria,False,
DA_d2_heldout100/329,DA,ax_modality,real_views,True,False,False,5,Cardiac Lymphoma,Atrial Involvement of Lymphoma,False,
DA_d2_heldout100/329,DA,ax_modality,role_rotated,True,False,False,5,Cardiac Lymphoma,Atrial Involvement of Lymphoma,False,
DA_d2_heldout100/329,DA,ax_modality,single_anchor,True,False,False,2,Cardiac Lymphoma,Cardiac Amyloidosis,False,
DA_d2_heldout100/329,DA,ax_modality,duplicate_anchor,True,False,False,2,Cardiac Lymphoma,Cardiac Amyloidosis,False,
DA_d2_heldout100/330,DA,ax_syndrome,real_views,True,False,False,5,Bifascicular block,Cardiac conduction disease,False,
DA_d2_heldout100/330,DA,ax_syndrome,role_rotated,True,False,False,5,Bifascicular block,Cardiac conduction disease,False,
DA_d2_heldout100/330,DA,ax_syndrome,single_anchor,True,False,False,3,Bifascicular block,Sick sinus syndrome,False,
DA_d2_heldout100/330,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Bifascicular block,Sick sinus syndrome,False,
DA_d2_heldout100/334,DA,ax_modality,real_views,True,True,True,6,Phaeohyphomycosis,Exophiala infection,False,
DA_d2_heldout100/334,DA,ax_modality,role_rotated,True,True,True,6,Phaeohyphomycosis,Exophiala infection,False,
DA_d2_heldout100/334,DA,ax_modality,single_anchor,True,True,True,3,Phaeohyphomycosis,,False,
DA_d2_heldout100/334,DA,ax_modality,duplicate_anchor,True,True,True,3,Phaeohyphomycosis,Chromoblastomycosis,False,
DA_d2_heldout100/349,DA,ax_modality,real_views,True,True,False,6,Cryptococcosis,Cutaneous histoplasmosis,False,
DA_d2_heldout100/349,DA,ax_modality,role_rotated,True,True,False,6,Cryptococcosis,Cutaneous histoplasmosis,False,
DA_d2_heldout100/349,DA,ax_modality,single_anchor,True,True,False,3,Cryptococcosis,Cutaneous histoplasmosis,False,
DA_d2_heldout100/349,DA,ax_modality,duplicate_anchor,True,True,False,3,Cryptococcosis,Cutaneous histoplasmosis,False,
DA_d2_heldout100/350,DA,ax_modality,real_views,True,False,False,6,Mobitz Type II Second-Degree Atrioventricular Block,AV Block,False,
DA_d2_heldout100/350,DA,ax_modality,role_rotated,True,False,False,6,Mobitz Type II Second-Degree Atrioventricular (AV) Block,AV Block,False,
DA_d2_heldout100/350,DA,ax_modality,single_anchor,True,False,False,2,Mobitz Type II Second-Degree Atrioventricular (AV) Block,Right Bundle Branch Block,False,
DA_d2_heldout100/350,DA,ax_modality,duplicate_anchor,True,False,False,2,Mobitz Type II Second-Degree Atrioventricular (AV) Block,Right Bundle Branch Block,False,
DA_d2_heldout100/352,DA,ax_mechanism,real_views,True,False,False,4,Arachnoid Cyst,Pseudotumor Cerebri,False,
DA_d2_heldout100/352,DA,ax_mechanism,role_rotated,True,False,False,4,Arachnoid Cyst,Pseudotumor Cerebri,False,
DA_d2_heldout100/352,DA,ax_mechanism,single_anchor,True,False,False,3,Arachnoid Cyst,Pseudotumor Cerebri,False,
DA_d2_heldout100/352,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Arachnoid Cyst,Pseudotumor Cerebri,False,
DA_d2_heldout100/353,DA,ax_modality,real_views,True,False,False,6,Epidermolysis Bullosa Nevus,Atypical Compound Nevus,False,
DA_d2_heldout100/353,DA,ax_modality,role_rotated,True,False,False,6,Epidermolysis Bullosa Nevus,Atypical Compound Nevus,False,
DA_d2_heldout100/353,DA,ax_modality,single_anchor,True,False,False,2,Atypical Compound Nevus,Melanoma,False,
DA_d2_heldout100/353,DA,ax_modality,duplicate_anchor,True,False,False,2,Atypical Compound Nevus,Melanoma,False,
DA_d2_heldout100/354,DA,ax_syndrome,real_views,True,False,False,4,Varicella-zoster virus infection,Vasculitis,False,
DA_d2_heldout100/354,DA,ax_syndrome,role_rotated,True,False,False,4,Toxic Epidermal Necrolysis,Vasculitis,False,
DA_d2_heldout100/354,DA,ax_syndrome,single_anchor,True,False,False,3,Varicella,Vasculitis,False,
DA_d2_heldout100/354,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Vasculitis,Varicella,False,
DA_d2_heldout100/355,DA,ax_mechanism,real_views,True,False,False,4,Cardiac Amyloidosis,Diastolic Dysfunction,False,
DA_d2_heldout100/355,DA,ax_mechanism,role_rotated,True,False,False,4,Cardiac Amyloidosis,Diastolic Dysfunction,False,
DA_d2_heldout100/355,DA,ax_mechanism,single_anchor,True,False,False,3,Cardiac Amyloidosis,Diastolic Dysfunction,False,
DA_d2_heldout100/355,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Cardiac Amyloidosis,Diastolic Dysfunction,False,
DA_d2_heldout100/361,DA,ax_mechanism,real_views,True,False,False,3,Ventricular Tachycardia,Supraventricular Tachycardia,False,
DA_d2_heldout100/361,DA,ax_mechanism,role_rotated,True,False,False,3,Ventricular Tachycardia,Supraventricular Tachycardia,False,
DA_d2_heldout100/361,DA,ax_mechanism,single_anchor,True,False,False,3,Ventricular Tachycardia,Supraventricular Tachycardia,False,
DA_d2_heldout100/361,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Supraventricular Tachycardia,Atrioventricular Nodal Reentrant Tachycardia,False,
DA_d2_heldout100/364,DA,ax_modality,real_views,True,False,False,6,Papulopustular rosacea,Rosacea,False,
DA_d2_heldout100/364,DA,ax_modality,role_rotated,True,False,False,6,Papulopustular rosacea,Rosacea,False,
DA_d2_heldout100/364,DA,ax_modality,single_anchor,True,False,False,3,Papulopustular rosacea,"Palmoplantar pustulosis is less likely but a variant of Acne inversa or Acne fulminans could be considered, however the most fitting diagnosis seems to be a variant of rosacea, specifically",False,
DA_d2_heldout100/364,DA,ax_modality,duplicate_anchor,True,False,False,3,Papulopustular rosacea,"Palmoplantar pustulosis is less likely but a variant of Acne inversa or Acne fulminans could be considered, however the most fitting diagnosis seems to be a variant of rosacea, specifically",False,
DA_d2_heldout100/365,DA,ax_syndrome,real_views,True,False,False,8,Scleroderma-like illness due to meperidine injections,Injectable drug-induced skin and soft tissue injury,False,
DA_d2_heldout100/365,DA,ax_syndrome,role_rotated,True,False,False,8,Scleroderma-like illness due to meperidine injections,Injectable drug-induced skin and soft tissue injury,False,
DA_d2_heldout100/365,DA,ax_syndrome,single_anchor,True,False,False,3,Injectable drug-induced skin and soft tissue injury,Pancreatic panniculitis,False,
DA_d2_heldout100/365,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Injectable drug-induced skin and soft tissue injury,Pancreatic panniculitis,False,
DA_d2_heldout100/367,DA,ax_mechanism,real_views,True,False,False,3,Medulloepithelioma,Neuroepithelial tumor,False,
DA_d2_heldout100/367,DA,ax_mechanism,role_rotated,True,False,False,3,Medulloepithelioma,Neuroepithelial tumor,False,
DA_d2_heldout100/367,DA,ax_mechanism,single_anchor,True,False,False,2,Neurofibroma,Medulloepithelioma,False,
DA_d2_heldout100/367,DA,ax_mechanism,duplicate_anchor,True,False,False,2,Neurofibroma,Medulloepithelioma,False,
DA_d2_heldout100/368,DA,ax_syndrome,real_views,True,False,False,3,Mycosis Fungoides,Cutaneous T-cell lymphoma,False,
DA_d2_heldout100/368,DA,ax_syndrome,role_rotated,True,False,False,3,Mycosis Fungoides,Cutaneous T-cell lymphoma,False,
DA_d2_heldout100/368,DA,ax_syndrome,single_anchor,True,False,False,2,Mycosis Fungoides,Sézary Syndrome,False,
DA_d2_heldout100/368,DA,ax_syndrome,duplicate_anchor,True,False,False,2,Mycosis Fungoides,Sézary Syndrome,False,
DA_d2_heldout100/372,DA,ax_syndrome,real_views,True,False,False,5,Familial Hypercholesterolemia,Lipid Profile Disorder,False,
DA_d2_heldout100/372,DA,ax_syndrome,role_rotated,True,False,False,5,Familial Hypercholesterolemia,Lipid Profile Disorder,False,
DA_d2_heldout100/372,DA,ax_syndrome,single_anchor,True,False,False,2,Familial Hypercholesterolemia,Statin-Induced Myopathy,False,
DA_d2_heldout100/372,DA,ax_syndrome,duplicate_anchor,True,False,False,2,Familial Hypercholesterolemia,Statin-Induced Myopathy,False,
DA_d2_heldout100/374,DA,ax_mechanism,real_views,True,False,False,4,Atrial Tachycardia,COVID-19 associated cardiac arrhythmia,False,
DA_d2_heldout100/374,DA,ax_mechanism,role_rotated,True,False,False,4,Atrial Tachycardia,COVID-19 associated cardiac arrhythmia,False,
DA_d2_heldout100/374,DA,ax_mechanism,single_anchor,True,False,False,2,Atrial Tachycardia,COVID-19 associated cardiac arrhythmia,False,
DA_d2_heldout100/374,DA,ax_mechanism,duplicate_anchor,True,False,False,2,Atrial Tachycardia,COVID-19 associated cardiac arrhythmia,False,
DA_d2_heldout100/375,DA,ax_mechanism,real_views,True,False,False,6,Herpes simplex virus infection,Genital Herpes Simplex Virus Infection,False,
DA_d2_heldout100/375,DA,ax_mechanism,role_rotated,True,False,False,6,Genital Herpes Simplex Virus Infection,,False,
DA_d2_heldout100/375,DA,ax_mechanism,single_anchor,True,False,False,3,Herpes simplex virus infection,Verrucous carcinoma,False,
DA_d2_heldout100/375,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Herpes simplex virus infection,Verrucous carcinoma,False,
DA_d2_heldout100/379,DA,ax_mechanism,real_views,True,False,False,6,Perineural Invasion by Malignant Melanoma,Malignant Melanoma,False,
DA_d2_heldout100/379,DA,ax_mechanism,role_rotated,True,False,False,6,Perineural Invasion by Malignant Melanoma,Malignant Melanoma,False,
DA_d2_heldout100/379,DA,ax_mechanism,single_anchor,True,False,False,3,Perineural Invasion by Malignant Melanoma,Malignant Melanoma,False,
DA_d2_heldout100/379,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Perineural Invasion by Malignant Melanoma,Malignant Melanoma,False,
DA_d2_heldout100/383,DA,ax_mechanism,real_views,True,False,False,5,Embryonal Rhabdomyosarcoma,Rhabdomyosarcoma,False,
DA_d2_heldout100/383,DA,ax_mechanism,role_rotated,True,False,False,5,Embryonal Rhabdomyosarcoma,Rhabdomyosarcoma,False,
DA_d2_heldout100/383,DA,ax_mechanism,single_anchor,True,False,False,4,Rhabdomyosarcoma,Ewing's Sarcoma,False,
DA_d2_heldout100/383,DA,ax_mechanism,duplicate_anchor,True,False,False,4,Rhabdomyosarcoma,Ewing's Sarcoma,False,
DA_d2_heldout100/398,DA,ax_syndrome,real_views,True,False,False,3,Kaposi's sarcoma,angioma,False,
DA_d2_heldout100/398,DA,ax_syndrome,role_rotated,True,False,False,3,Kaposi's sarcoma,angioma,False,
DA_d2_heldout100/398,DA,ax_syndrome,single_anchor,True,False,False,3,hemangioma,angioma,False,
DA_d2_heldout100/398,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Kaposi's sarcoma,hemangioma,False,
DA_d2_heldout100/400,DA,ax_modality,real_views,True,False,False,3,Rapid Eye Movement Sleep Behavior Disorder,Obstructive Sleep Apnea,False,
DA_d2_heldout100/400,DA,ax_modality,role_rotated,True,False,False,3,Rapid Eye Movement Sleep Behavior Disorder (RBD),Obstructive Sleep Apnea,False,
DA_d2_heldout100/400,DA,ax_modality,single_anchor,True,False,False,2,Rapid Eye Movement Sleep Behavior Disorder (RBD),Obstructive Sleep Apnea (OSA),False,
DA_d2_heldout100/400,DA,ax_modality,duplicate_anchor,True,False,False,2,Rapid Eye Movement Sleep Behavior Disorder (RBD),Obstructive Sleep Apnea (OSA),False,
DA_d2_heldout100/415,DA,ax_modality,real_views,True,False,False,7,Non-ST-Elevation Myocardial Infarction (NSTEMI),ST-Elevation Myocardial Infarction (STEMI),False,
DA_d2_heldout100/415,DA,ax_modality,role_rotated,True,False,False,7,ST-Elevation Myocardial Infarction (STEMI),Non-ST-Elevation Myocardial Infarction (NSTEMI),False,
DA_d2_heldout100/415,DA,ax_modality,single_anchor,True,False,False,3,Non-ST-Elevation Myocardial Infarction (NSTEMI),Acute Coronary Syndrome,False,
DA_d2_heldout100/415,DA,ax_modality,duplicate_anchor,True,False,False,3,ST-Elevation Myocardial Infarction (STEMI),Non-ST-Elevation Myocardial Infarction (NSTEMI),False,
DA_d2_heldout100/423,DA,ax_modality,real_views,True,False,False,5,Leptomeningeal lymphoma,Central nervous system lymphoma,False,
DA_d2_heldout100/423,DA,ax_modality,role_rotated,True,False,False,5,Leptomeningeal lymphoma,Central nervous system lymphoma,False,
DA_d2_heldout100/423,DA,ax_modality,single_anchor,True,False,False,1,Central Nervous System Lymphoma,,False,
DA_d2_heldout100/423,DA,ax_modality,duplicate_anchor,True,False,False,1,Central Nervous System Lymphoma,,False,
DA_d2_heldout100/425,DA,ax_syndrome,real_views,True,False,False,2,Autoimmune Hemolytic Anemia,Chronic lymphocytic leukemia-related immune dysregulation,False,
DA_d2_heldout100/425,DA,ax_syndrome,role_rotated,True,False,False,2,Autoimmune Hemolytic Anemia,Chronic lymphocytic leukemia-related immune dysregulation,False,
DA_d2_heldout100/425,DA,ax_syndrome,single_anchor,True,False,False,1,Autoimmune Hemolytic Anemia,,False,
DA_d2_heldout100/425,DA,ax_syndrome,duplicate_anchor,True,False,False,1,Autoimmune Hemolytic Anemia,,False,
DA_d2_heldout100/431,DA,ax_syndrome,real_views,True,False,False,7,T-VEC–Treated Melanoma,Tumor regression due to immunotherapy,False,
DA_d2_heldout100/431,DA,ax_syndrome,role_rotated,True,False,False,7,T-VEC–Treated Melanoma,Tumor regression due to immunotherapy,False,
DA_d2_heldout100/431,DA,ax_syndrome,single_anchor,True,False,False,3,Recurrent Melanoma,Melanoma,False,
DA_d2_heldout100/431,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Recurrent Melanoma,Melanoma,False,
DA_d2_heldout100/434,DA,ax_modality,real_views,True,False,False,2,Dermatophytosis,Eosinophilic dermatitis,False,
DA_d2_heldout100/434,DA,ax_modality,role_rotated,True,False,False,2,Dermatophytosis,Eosinophilic dermatitis,False,
DA_d2_heldout100/434,DA,ax_modality,single_anchor,True,False,False,2,Dermatophytosis,Eosinophilic Dermatitis,False,
DA_d2_heldout100/434,DA,ax_modality,duplicate_anchor,True,False,False,2,Dermatophytosis,Eosinophilic Dermatitis,False,
DA_d2_heldout100/451,DA,ax_mechanism,real_views,True,False,False,9,First Branchial Cleft Anomaly,Middle Ear Cholesteatoma,False,
DA_d2_heldout100/451,DA,ax_mechanism,role_rotated,True,False,False,9,Petrous Bone Cholesteatoma,Middle Ear Cholesteatoma,False,
DA_d2_heldout100/451,DA,ax_mechanism,single_anchor,True,False,False,3,Cholesteatoma,Petrous bone osteomyelitis,False,
DA_d2_heldout100/451,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Cholesteatoma,Petrous bone osteomyelitis,False,
DA_d2_heldout100/452,DA,ax_syndrome,real_views,True,False,False,4,Paraneoplastic pemphigus,Pemphigus vulgaris,False,
DA_d2_heldout100/452,DA,ax_syndrome,role_rotated,True,False,False,4,Paraneoplastic pemphigus,Autoimmune bullous disease,False,
DA_d2_heldout100/452,DA,ax_syndrome,single_anchor,True,False,False,3,Paraneoplastic pemphigus,Pemphigus vulgaris,False,
DA_d2_heldout100/452,DA,ax_syndrome,duplicate_anchor,True,False,False,3,Paraneoplastic pemphigus,,False,
DA_d2_heldout200b/457,DA,ax_mechanism,real_views,True,False,False,6,Follicular atrophoderma,Discoid lupus erythematosus,False,
DA_d2_heldout200b/457,DA,ax_mechanism,role_rotated,True,False,False,6,Follicular atrophoderma,Discoid lupus erythematosus,False,
DA_d2_heldout200b/457,DA,ax_mechanism,single_anchor,True,False,False,3,Discoid lupus erythematosus,Sarcoidosis,False,
DA_d2_heldout200b/457,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Discoid lupus erythematosus,Sarcoidosis,False,
DA_d2_heldout200b/459,DA,ax_mechanism,real_views,True,False,False,7,Tachycardia-Induced Cardiomyopathy,Atrial Tachycardia with Cardiac Dysfunction,False,
DA_d2_heldout200b/459,DA,ax_mechanism,role_rotated,True,False,False,7,Atrial Tachycardia with Cardiac Dysfunction,Tachycardia-Induced Cardiomyopathy,False,
DA_d2_heldout200b/459,DA,ax_mechanism,single_anchor,True,False,False,3,Tachycardia-Induced Cardiomyopathy,Heart Failure with Reduced Ejection Fraction,False,
DA_d2_heldout200b/459,DA,ax_mechanism,duplicate_anchor,True,False,False,3,Tachycardia-Induced Cardiomyopathy,Heart Failure with Reduced Ejection Fraction,False,
DA_d2_heldout200b/464,DA,ax_mechanism,real_views,True,False,False,4,Purpura fulminans,Septic emboli,False,
DA_d2_heldout200b/464,DA,ax_mechanism,role_rotated,True,False,False,4,Purpura fulminans,Septic emboli,False,
DA_d2_heldout200b/464,DA,ax_mechanism,single_anchor,True,False,False,4,Purpura fulminans,Septic emboli,False,
DA_d2_heldout200b/464,DA,ax_mechanism,duplicate_anchor,True,False,False,4,Purpura fulminans,Septic emboli,False,
DA_d2_heldout200b/465,DA,ax_syndrome,real_views,True,False,False,4,Angiosarcoma,,False,
DA_d2_heldout200b/465,DA,ax_syndrome,role_rotated,True,False,False,4,Angiosarcoma,Hemangioma,False,
DA_d2_heldout200b/465,DA,ax_syndrome,single_anchor,True,False,False,2,Angiosarcoma,Squamous cell carcinoma,False,
DA_d2_heldout200b/465,DA,ax_syndrome,duplicate_anchor,True,False,False,2,Angiosarcoma,Squamous cell carcinoma,False,
DA_d2_heldout200b/472,DA,ax_syndrome,real_views,True,False,False,6,Hypertrophic Cardiomyopathy,Acute Coronary Syndrome,False,
DA_d2_heldout200b/472,DA,ax_syndrome,role_rotated,True,False,False,6,Hypertrophic Cardiomyopathy,Acute Coronary Syndrome,False,
DA_d2_heldout200b/472,DA,ax_syndrome,single_anchor,True,False,False,4,Hypertrophic Cardiomyopathy,Acute Coronary Syndrome,False,
