case_id	cohort	arm	compat_branch	gate_triggered	parent_source	protocol	family_coverage	tree_parent_present	family_top1	family_top2	mapper_opt1	mapper_opt2	mapper_rr	bind_repair_applied	n_extra_leaves
22	pilot24	R_compat	merge_only	True	none	v1_auto_parent	0	0	0	0	0	0	0.0	0	0
22	pilot24	R_compat_R2	merge_only	True	none	v1_auto_parent	0	0	0	0	0	0	0.0	0	19
22	pilot24	R1_metric			none	v2_leaf_parent	0	0	0	0	0	0	0.0	0	0
27	pilot24	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
27	pilot24	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
27	pilot24	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	0	0.333333	1	13
27	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	0	0.0	0	0
28	pilot24	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
28	pilot24	R_compat	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
28	pilot24	R_compat_R2	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	17
28	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
29	pilot24	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	0	0
29	pilot24	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
29	pilot24	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	19
29	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
33	pilot24	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
33	pilot24	R_compat	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
33	pilot24	R_compat_R2	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	1	0.5	0	15
33	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
36	pilot24	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
36	pilot24	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
36	pilot24	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	19
36	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
39	pilot24	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
39	pilot24	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
39	pilot24	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	1	15
39	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	0	0.0	0	0
40	pilot24	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	0	0
40	pilot24	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
40	pilot24	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	19
40	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
45	pilot24	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
45	pilot24	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
45	pilot24	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	19
45	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
57	pilot24	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
57	pilot24	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
57	pilot24	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	19
57	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
59	pilot24	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	1	0	1	0.5	0	0
59	pilot24	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
59	pilot24	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	14
59	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
60	pilot24	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
60	pilot24	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
60	pilot24	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	1	15
60	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
62	pilot24	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
62	pilot24	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
62	pilot24	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	17
62	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
63	pilot24	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
63	pilot24	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
63	pilot24	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	18
63	pilot24	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
67	pilot24	R0_joint			none	v1_auto_parent	0	0	0	0	0	0	0.0	0	0
67	pilot24	R_compat	merge_only	True	none	v1_auto_parent	0	0	0	0	0	0	0.0	0	0
67	pilot24	R_compat_R2	merge_only	True	none	v1_auto_parent	0	0	0	0	0	0	0.0	0	19
67	pilot24	R1_metric			none	v2_leaf_parent	0	0	0	0	0	0	0.0	0	0
72	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
72	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
72	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	16
72	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
74	remain76	R0_joint			label_synonym	v1_auto_parent	1	1	0	1	0	0	0.0	0	0
74	remain76	R_compat	merge_only	True	label_synonym	v1_auto_parent	1	1	0	1	0	0	0.0	0	0
74	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	1	17
74	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	0	1	0	0	0.0	0	0
76	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
76	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
76	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	18
76	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
81	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
81	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
81	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	18
81	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
83	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	0	0.333333	0	0
83	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	0	0.333333	0	0
83	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	0	0.333333	1	17
83	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	0	0.333333	0	0
87	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
87	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
87	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	13
87	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
89	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
89	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
89	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	13
89	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
90	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	0	1	1	0	1	0.5	0	0
90	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	1	1	0	1	0.5	0	0
90	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	1	1	0	1	0.5	0	16
90	remain76	R1_metric			none	v2_leaf_parent	0	0	0	0	0	1	0.5	0	0
95	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
95	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
95	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	19
95	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
97	remain76	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
97	remain76	R_compat	calib_only	False	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
97	remain76	R_compat_R2	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	0	0.25	1	20
97	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	0	0.0	0	0
99	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
99	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
99	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	1	14
99	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
100	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	0	0
100	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
100	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	18
100	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
102	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
102	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
102	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	13
102	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
103	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
103	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
103	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	18
103	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
107	remain76	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
107	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
107	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	0	0.25	1	15
107	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	0	0.0	0	0
111	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
111	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
111	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	19
111	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
114	remain76	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
114	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
114	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	0	1	0.5	1	19
114	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	0	0	0	0	0.0	0	0
117	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	0	1	1	0	1	0.5	0	0
117	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	0	0	0	1	0.5	0	0
117	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	0	0	0	1	0.5	0	19
117	remain76	R1_metric			none	v2_leaf_parent	0	0	0	0	0	1	0.5	0	0
118	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
118	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
118	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	18
118	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	0	1	1	1	1.0	0	0
119	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
119	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
119	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	17
119	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	0	1	1	1	1.0	0	0
120	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	0	0
120	remain76	R_compat	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
120	remain76	R_compat_R2	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	14
120	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
122	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	0	0
122	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
122	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	13
122	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
124	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
124	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
124	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	12
124	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
125	remain76	R0_joint			none	v1_auto_parent	0	0	0	0	0	0	0.0	0	0
125	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	0	0	0	0	0	0.0	0	0
125	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	1	1	1	1	1.0	1	17
125	remain76	R1_metric			none	v2_leaf_parent	0	0	0	0	0	0	0.0	0	0
128	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
128	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
128	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	1	14
128	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
129	remain76	R0_joint			none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
129	remain76	R_compat	merge_only	True	none	v1_auto_parent	0	1	0	0	0	0	0.0	0	0
129	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	18
129	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	0	0.0	0	0
132	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
132	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
132	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	17
132	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
134	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
134	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
134	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	18
134	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
137	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	0	1	1	1	1	1.0	0	0
137	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	0	0	1	1	1.0	0	0
137	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	0	0	0	1	1	1.0	1	14
137	remain76	R1_metric			none	v2_leaf_parent	0	0	0	0	1	1	1.0	0	0
139	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
139	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
139	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	14
139	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
140	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
140	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
140	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	1	13
140	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
147	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
147	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
147	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	17
147	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
149	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
149	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
149	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	19
149	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
150	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
150	remain76	R_compat	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
150	remain76	R_compat_R2	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	11
150	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
151	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	0	0	1	0	1	0.5	0	0
151	remain76	R_compat	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	0	0	1	0	1	0.5	0	0
151	remain76	R_compat_R2	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	0	0	1	0	1	0.5	1	11
151	remain76	R1_metric			none	v2_leaf_parent	0	0	0	0	0	1	0.5	0	0
156	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
156	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
156	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	19
156	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
158	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
158	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	0	0
158	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	1	1	1	1.0	1	17
158	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
161	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
161	remain76	R_compat	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	0	0
161	remain76	R_compat_R2	merge_only	True	mapper_leaf_parent	v1_auto_parent	1	1	0	0	1	1	1.0	1	18
161	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	1	1	1.0	0	0
163	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	0	1	0.5	0	0
163	remain76	R_compat	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
163	remain76	R_compat_R2	calib_only	False	mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	1	15
163	remain76	R1_metric			leaf_synonym	v2_leaf_parent	1	1	1	1	0	1	0.5	0	0
164	remain76	R0_joint			mapper_leaf_parent	v1_auto_parent	1	1	1	1	1	1	1.0	0	0
